target,drug,label
P35367,DB06691,1
Q96KS0,DB03685,0
O60674,DB07335,0
Q9NY47,DB00996,1
P23921,DB00333,0
Q9UNI1,DB03925,1
P35354,DB00482,1
O60294,DB07110,0
P28223,DB01149,1
Q9UG56,DB00357,0
Q08828,DB01137,0
P00918,DB01194,1
P16118,DB02930,1
P09172,DB01144,0
Q08499,DB05298,1
O15528,DB04849,0
O60895,DB01278,1
P34969,DB08632,0
Q02156,DB00675,1
P11511,DB00675,1
Q92731,DB04113,0
Q96AZ6,DB03596,0
P28070,DB08515,1
P11473,DB05295,1
O95263,DB07672,0
P37231,DB01050,1
P41595,DB05461,1
P06401,DB07642,0
Q9NXA8,DB02059,1
Q9UBQ6,DB03867,0
P29475,DB00997,1
P07900,DB07601,1
P08758,DB03935,1
P22001,DB01336,0
P05181,DB01586,1
P23786,DB01074,1
P23141,DB00688,1
P41240,DB04837,0
O15530,DB05107,0
Q9UDX4,DB00792,0
P16219,DB03147,1
P09172,DB06709,0
O14965,DB02482,1
P36542,DB07384,1
P05177,DB00724,1
Q03426,DB03448,0
P28223,DB00726,1
P33261,DB01166,1
P09467,DB08484,1
P35462,DB01100,1
O14764,DB00897,1
Q15822,DB00786,0
P62993,DB02109,0
P43405,DB07159,1
P14416,DB00734,1
P00492,DB06127,0
Q96RI1,DB08897,0
Q16445,DB03891,0
P68371,DB00518,1
Q9BY32,DB01158,0
P24462,DB01388,1
Q9UJM8,DB04374,1
O60882,DB03796,0
P43115,DB06151,0
Q9P2J5,DB00149,1
P51151,DB03793,1
P35968,DB09079,1
P42898,DB00170,1
Q8IUR0,DB01411,0
P00747,DB00302,1
Q9NZV8,DB08143,0
P03891,DB00844,0
Q9NR96,DB00315,0
P11712,DB00748,1
Q9Y233,DB00771,0
P00749,DB03476,1
P10635,DB01023,1
P08473,DB05796,1
P12931,DB04739,1
P24941,DB03101,0
P35968,DB04849,1
P10275,DB00858,1
Q9P0X4,DB07196,0
P28223,DB01079,1
Q9UM73,DB03012,0
Q8TD30,DB00114,1
Q8TF76,DB05265,0
Q96GR2,DB08903,0
Q96C86,DB00472,0
Q96RQ9,DB04736,0
P23946,DB03814,1
P98194,DB00753,1
P15085,DB07351,1
P12931,DB01893,1
P24310,DB07375,0
Q9UNI1,DB07956,1
P26572,DB07078,0
Q9Y277,DB01933,0
P36897,DB08450,1
P16930,DB08643,0
P07477,DB01665,1
Q15119,DB08091,0
Q15822,DB04001,0
P28222,DB02106,0
Q07912,DB02515,0
P00367,DB00142,1
P21917,DB07074,0
P08908,DB00960,1
P48169,DB01353,1
P78348,DB02942,0
Q9ULC6,DB00155,1
P25024,DB01009,1
P33261,DB00850,1
O43447,DB04789,0
Q8N142,DB04137,1
P18089,DB01403,1
Q9UGM6,DB03206,0
P30044,DB04238,0
Q96QT4,DB01103,0
P17707,DB03754,1
P09211,DB01915,1
O76074,DB00820,1
P03956,DB07926,1
Q04609,DB07350,0
Q9Y5K3,DB00122,1
P35498,DB07358,0
P06276,DB01337,1
P35348,DB00590,1
P41143,DB00193,1
P09874,DB04010,1
P23743,DB07760,0
Q96EM0,DB03848,0
P47869,DB01189,1
P07477,DB02875,1
Q6IB77,DB04829,0
P07948,DB03636,0
P20815,DB01059,1
P47870,DB00306,1
O43272,DB07840,0
P28066,DB02448,0
Q92769,DB02546,1
Q13126,DB06594,0
P11717,DB02900,1
P20674,DB04278,0
P34913,DB00205,0
P12821,DB01348,1
P07949,DB08896,1
P11229,DB01085,1
Q9Y277,DB04657,0
P04083,DB04112,0
P05177,DB00321,1
Q05940,DB05428,0
Q6P093,DB07815,1
P17516,DB08426,0
P07108,DB03381,1
Q9UN19,DB06942,0
P11712,DB06605,1
P07737,DB01167,0
Q13085,DB07384,0
P20815,DB01167,1
P80188,DB01810,0
P68871,DB04792,0
P13945,DB04754,0
P45983,DB01765,0
O94903,DB00842,0
P00966,DB00155,1
P26358,DB00201,0
Q09470,DB04012,0
P11926,DB06243,1
P08238,DB07791,0
P07550,DB06216,1
P14867,DB01236,1
P33261,DB01259,1
P56817,DB07737,1
P48048,DB08138,0
P48147,DB03864,1
Q02127,DB08006,1
O60603,DB09082,0
P11229,DB00219,1
Q15788,DB06908,1
P30968,DB00106,1
Q99873,DB01224,0
Q99436,DB00608,0
P54819,DB04081,0
P06310,DB08738,0
P14416,DB01624,1
P36544,DB00184,1
P42262,DB00463,1
P29275,DB00277,1
Q8N1C3,DB00546,1
P98194,DB02661,0
P62913,DB08395,0
P13995,DB07268,0
P54317,DB00782,0
P18089,DB00797,1
Q99835,DB09143,1
Q13363,DB01942,1
Q13557,DB08078,0
P49788,DB08896,0
P36542,DB01618,0
P34903,DB00312,1
P24298,DB04270,0
Q9UKQ2,DB04657,0
P30044,DB01351,0
P07451,DB03477,0
P28845,DB08771,1
O60840,DB09031,0
O75330,DB02046,0
P19784,DB08015,0
Q96C86,DB08462,0
P00390,DB04076,0
P16442,DB04679,1
P08173,DB08522,0
P61313,DB08166,0
P05177,DB01118,1
P49448,DB00157,1
P28221,DB00696,1
O43617,DB00921,0
P14735,DB00308,0
Q12791,DB00774,1
Q99928,DB00801,1
P50281,DB01019,0
Q07343,DB06909,1
Q9BW92,DB07778,0
P24311,DB01884,0
Q13554,DB03726,0
P28838,DB02386,1
Q71U36,DB01599,0
P50052,DB03902,0
P08684,DB01074,1
P08588,DB00554,0
P16455,DB00313,0
P50747,DB08500,0
P27487,DB01577,0
O14735,DB08217,0
Q13393,DB00116,0
P11712,DB00668,1
P10632,DB00503,1
P07737,DB07688,0
P23141,DB02320,0
P19367,DB07258,0
P06737,DB00354,0
P19021,DB07908,0
Q9UQF2,DB02105,0
P18825,DB00797,1
P08684,DB00582,1
P08684,DB01062,1
P38606,DB07811,0
P08913,DB00575,1
O95180,DB01023,1
O00483,DB01013,0
Q00535,DB02116,1
P05305,DB05407,1
P42261,DB00753,1
Q6NXR0,DB04090,0
P07998,DB00536,1
P22459,DB00353,0
P19099,DB07596,0
P06576,DB04216,1
P19021,DB07312,0
P08913,DB00397,1
P07550,DB00540,1
P12236,DB02048,0
P04150,DB02210,1
O95665,DB07271,0
P40616,DB06835,0
Q9Y2J8,DB07001,0
P03372,DB08020,1
P43166,DB03536,0
P13196,DB04409,0
P48048,DB01014,0
Q9H8P0,DB04707,0
P11712,DB00991,1
Q14749,DB07533,0
Q15800,DB02426,0
P08183,DB01656,0
P12931,DB08053,1
P15692,DB01120,1
Q14654,DB03213,0
Q14571,DB00201,1
P33261,DB00371,1
P41235,DB03136,0
Q9UNI1,DB02491,0
O43272,DB00172,1
P22570,DB07412,0
P35462,DB06288,1
P10635,DB00091,1
Q9H244,DB01240,1
P78536,DB00226,0
P10635,DB00455,1
P08173,DB00496,1
P49419,DB08674,0
Q15800,DB01611,0
P19099,DB04884,0
P08684,DB00946,1
P09874,DB02690,1
P22303,DB03283,1
P48169,DB00842,1
P68400,DB03127,1
P14867,DB00837,1
O14957,DB02057,0
Q15375,DB05188,0
P11509,DB01026,1
P07333,DB01182,0
Q13547,DB01046,0
P78352,DB00872,0
P24752,DB00795,1
O14842,DB07336,0
P09104,DB08128,0
P30872,DB04472,0
O75600,DB07792,0
P28062,DB08082,0
P10632,DB01007,1
Q8TED1,DB04719,0
P15085,DB02931,0
P37288,DB07878,0
Q99643,DB07474,0
Q92731,DB07198,1
P22001,DB08453,0
O75489,DB08526,0
P17612,DB00751,0
P22001,DB03115,0
Q7LG56,DB00242,1
P24941,DB07533,1
Q99436,DB00170,0
P18089,DB00363,1
Q00975,DB01992,0
P28221,DB01224,1
Q9UI32,DB00116,0
P49356,DB07841,1
P08684,DB00661,1
P11511,DB01026,1
P35228,DB08214,1
Q09013,DB08238,0
P16152,DB02097,0
Q16478,DB07247,0
O94766,DB06941,0
P10635,DB00514,1
P54289,DB00996,1
P05177,DB01094,1
P05181,DB01544,1
P52209,DB00851,1
P13945,DB01407,1
P35228,DB07008,1
P41143,DB01452,1
O95622,DB07258,0
P14920,DB03326,0
P29466,DB04066,0
O00591,DB00189,1
P00742,DB08745,1
P07477,DB04757,0
P00742,DB06920,1
P48637,DB00253,0
P31644,DB01594,1
Q99928,DB01261,0
P35914,DB07453,0
P07550,DB07495,0
P05177,DB01435,1
P00491,DB00242,1
P55769,DB04325,0
Q9NYK1,DB00558,0
Q8TCU5,DB06738,1
Q9BYZ2,DB00157,1
O43617,DB08231,1
P45880,DB03225,0
P18505,DB00543,1
P07550,DB07543,1
P30518,DB05838,1
Q01064,DB00202,0
P18405,DB03125,0
P05181,DB06728,1
P24941,DB06948,1
Q9P2W7,DB04516,0
P29474,DB01204,0
Q16762,DB02831,0
Q14571,DB02573,0
P35558,DB03267,1
P14867,DB00628,1
P21918,DB04027,0
P22303,DB04614,1
P11509,DB00752,1
P43681,DB00599,1
Q8WY07,DB00776,0
P00367,DB07171,0
P08913,DB06216,1
P23415,DB01236,1
P48051,DB08495,0
P29275,DB00640,1
P19793,DB07425,0
P05305,DB07638,0
P05177,DB00969,1
O15530,DB01933,1
P29474,DB00997,1
Q16798,DB00786,0
P16860,DB02108,0
P24941,DB08132,1
P00439,DB02562,1
P11712,DB00564,1
Q15102,DB07821,1
P00734,DB07091,1
P05181,DB00882,1
P08311,DB07230,0
P36871,DB04397,1
O60939,DB00909,1
P52848,DB08214,0
Q8TDS4,DB00117,0
P14927,DB02848,0
P21549,DB00114,1
P10606,DB03635,0
P04035,DB04377,1
O43677,DB00368,0
P62942,DB05814,1
P51788,DB01046,1
P33261,DB00945,1
P07477,DB03373,1
P22309,DB01544,1
P08684,DB00656,1
P22459,DB06637,1
P46459,DB00995,0
P20815,DB00472,1
P36871,DB00986,0
P07477,DB01745,1
Q9NS75,DB00484,0
P24046,DB01950,0
P51149,DB07341,0
P07900,DB08443,1
Q96GR2,DB07717,0
P20823,DB08697,0
P17252,DB08846,1
P10145,DB08441,0
P14598,DB00514,1
P48029,DB00354,0
P52209,DB01239,0
P10153,DB01445,0
P11712,DB06729,1
P78334,DB00801,1
P36544,DB05708,1
P30085,DB01104,0
P54577,DB01699,0
Q969P6,DB03602,0
P35916,DB09079,1
P07333,DB01057,0
O60894,DB07259,0
P12236,DB03424,0
Q06124,DB07787,0
Q8TED1,DB07484,0
Q01726,DB04931,1
Q9UQQ2,DB07141,0
Q01959,DB00988,1
P21728,DB04946,1
P53350,DB06979,0
P08183,DB08642,0
Q9Y619,DB00129,1
Q02252,DB07236,0
P04798,DB00356,1
Q8TCC7,DB00493,1
O76074,DB00975,1
Q9H015,DB00583,1
Q99661,DB02754,0
O75390,DB02637,1
P50440,DB00145,1
P48039,DB06594,1
P49419,DB08201,0
P09669,DB02158,0
P01579,DB01250,1
Q7Z2Z2,DB02750,1
P35372,DB00333,1
Q15822,DB01245,1
P40394,DB00887,0
P29972,DB00819,1
P25098,DB08461,0
P24311,DB00317,0
Q92793,DB00176,0
P24462,DB00318,1
Q15118,DB00331,0
O00180,DB03213,0
P30968,DB06785,1
P00742,DB00569,1
P17948,DB02735,0
Q99720,DB00378,0
P22033,DB00115,1
P84077,DB02774,1
Q07021,DB08818,1
P23219,DB00870,1
P35498,DB06986,0
P11712,DB00876,1
P10632,DB00252,1
O00244,DB01439,0
Q9UDX4,DB00163,1
P49585,DB07644,0
Q9P0Z9,DB01013,0
P54710,DB00293,0
P11086,DB04273,1
P07237,DB07513,0
P29317,DB08896,1
P47985,DB04739,0
P09429,DB01564,0
P08048,DB01380,0
Q96L21,DB02118,0
P35354,DB00812,1
P01857,DB08394,1
P27487,DB08882,1
Q05940,DB00182,1
Q02641,DB01143,0
Q99720,DB03575,1
P09960,DB02352,1
Q9UP95,DB01034,0
P03956,DB00786,1
P11233,DB08608,0
O43175,DB02745,0
P33260,DB00281,1
O60264,DB02670,1
P31350,DB08259,0
Q9Y478,DB00945,1
P33261,DB06176,1
P54760,DB07254,1
P35372,DB01221,1
P11802,DB00527,0
P40306,DB08889,1
Q9H2M3,DB07964,0
P34096,DB01074,0
P28223,DB08815,1
P20309,DB00934,1
P07225,DB01842,0
P07327,DB08409,0
P25098,DB00255,0
P19429,DB03491,0
Q8N1C3,DB01215,1
P22607,DB01977,0
P16083,DB02709,1
Q9UJT1,DB03083,0
Q13630,DB04478,0
Q9Y468,DB04757,0
P07477,DB03374,1
P49902,DB07269,0
P14416,DB00334,1
O95479,DB01113,0
P56282,DB01120,0
Q9Y233,DB08387,1
P08172,DB01239,1
P07098,DB01083,1
O43920,DB07873,0
P06850,DB04544,0
Q8N1C3,DB01558,1
P33261,DB06204,1
P11802,DB04424,0
P31644,DB00228,1
P51687,DB01964,0
Q15119,DB08610,1
P30520,DB01238,0
P05121,DB04417,0
P05181,DB00347,1
P35367,DB00405,1
P11712,DB00091,1
O00141,DB03478,0
Q7Z2W7,DB04817,0
O60551,DB02180,1
P43681,DB01353,1
O60658,DB00242,0
P24385,DB01437,0
P07998,DB03512,1
O00408,DB07955,0
P08709,DB04606,1
P48051,DB07849,0
P46098,DB01238,1
P08172,DB08609,0
P16109,DB01430,0
Q9HCC0,DB00121,1
P25787,DB00188,1
P62917,DB07326,0
P00918,DB08329,1
P20309,DB04924,1
Q6UX15,DB03507,0
Q9UHA3,DB08437,1
P35367,DB01224,1
Q96I99,DB03962,0
P08684,DB00959,1
P22001,DB08691,0
Q12791,DB01110,1
O43772,DB01438,0
P01303,DB00640,0
P35557,DB07358,1
Q86VB7,DB03441,0
O94766,DB01541,0
Q16739,DB05434,0
Q16348,DB01158,0
P04278,DB08233,0
P23219,DB00470,1
P30559,DB00503,0
Q8N0U8,DB00148,0
Q14573,DB07230,0
P48664,DB00631,0
P15559,DB00170,1
Q8IVH4,DB00200,1
P11926,DB07234,0
P18089,DB00934,1
P02768,DB00565,0
O95237,DB03126,0
P05165,DB07225,0
P21549,DB02424,0
Q9P0X4,DB03980,0
P84098,DB07613,0
P0CG22,DB03085,0
P11362,DB09079,1
P03956,DB02812,0
P80188,DB07167,0
P14061,DB02323,1
P49888,DB04381,0
Q02809,DB07632,0
P20813,DB04868,1
P00519,DB03878,1
Q7L266,DB07879,0
P04181,DB00114,1
P08100,DB00361,0
P21728,DB01200,1
P21918,DB00726,1
P09601,DB06914,1
P00918,DB08165,1
P51511,DB07021,0
P11137,DB00241,0
Q9NWZ5,DB03685,1
P11712,DB04920,1
P62993,DB03276,1
P10606,DB04147,0
P00747,DB03709,1
P06239,DB04003,1
P35968,DB06781,0
A8MPY1,DB01595,1
P18089,DB06694,1
Q16445,DB00189,1
Q9Y286,DB00906,0
Q03403,DB08677,0
P20815,DB01062,1
P01848,DB02740,1
P32754,DB00180,0
P24941,DB08531,1
P07858,DB04579,1
P21917,DB05271,1
P35408,DB07533,0
P51800,DB07384,0
Q9Y663,DB04272,1
Q16678,DB00285,0
Q9UJT0,DB02098,0
P08172,DB00280,1
P48637,DB00151,1
P09467,DB07321,1
P20815,DB00897,1
A8MPY1,DB00690,1
P40261,DB02059,0
Q06520,DB04445,1
P51151,DB00899,0
P12931,DB07335,1
Q9Y5Y9,DB01173,1
P20813,DB00998,0
P10635,DB07846,0
P30041,DB02376,0
Q15031,DB05187,0
P20815,DB00318,1
P05181,DB00622,1
P42768,DB01227,0
P19113,DB07977,0
P28335,DB00934,1
P51787,DB02812,0
Q15788,DB04652,1
P54750,DB00622,1
P45452,DB02049,1
Q9H4G4,DB03661,1
O43174,DB00459,1
Q9HAN9,DB02337,0
P05412,DB01029,1
O43920,DB01591,0
P08684,DB01388,1
P34903,DB01558,1
O14732,DB01033,0
P51580,DB09082,0
Q14520,DB00693,0
P28222,DB01094,0
P08684,DB11362,1
P47989,DB04854,1
Q9UN88,DB08810,0
P17516,DB02908,0
P61024,DB02681,1
P05981,DB07340,0
Q6UX15,DB02383,0
Q13224,DB04495,0
P16112,DB07501,0
P14416,DB00915,1
Q9Y3I0,DB01960,0
Q14957,DB00454,1
O60391,DB00996,1
P10635,DB01076,1
Q13464,DB07067,0
P14770,DB07543,0
P20711,DB01235,1
Q9BY32,DB04272,1
Q9NR19,DB02335,0
P49368,DB03889,0
P08684,DB00440,1
P08588,DB01288,1
P04150,DB00588,1
Q9NP99,DB00645,0
Q03181,DB04871,0
P00505,DB00889,0
Q14654,DB01119,1
Q08493,DB00920,1
Q01718,DB04820,0
P06276,DB01010,1
P40429,DB02494,1
P59998,DB03247,0
Q6PI48,DB07026,0
P30825,DB00123,1
P20813,DB00564,1
P08684,DB00910,1
Q9NRF9,DB00187,0
P09238,DB06980,0
P47989,DB01168,1
P68871,DB08486,1
P21728,DB05271,1
P08684,DB01184,1
P33981,DB00125,0
A8MPY1,DB00876,0
P35348,DB00397,1
O75936,DB03096,0
P63096,DB04444,1
O14920,DB07515,0
P08172,DB01036,1
P08684,DB08901,1
Q9Y233,DB08384,1
Q6PI48,DB03370,0
Q9H228,DB00413,0
Q9Y619,DB07827,0
Q12809,DB06144,1
P08684,DB00921,1
P25116,DB07031,0
P00918,DB03262,1
P08684,DB00889,1
P27169,DB04491,0
Q92731,DB02196,0
P23219,DB01399,1
Q9NP56,DB00418,0
Q9NSE4,DB07111,0
P06276,DB00979,1
P27487,DB04491,1
P14867,DB00599,1
Q01064,DB03882,0
Q9UG56,DB03317,0
Q16206,DB02755,0
O14649,DB08450,0
O60760,DB08790,1
P11511,DB00624,1
P08913,DB08815,1
P11226,DB03721,1
P00439,DB00120,1
P11473,DB00459,0
Q15788,DB01442,0
P20813,DB01544,1
P08588,DB00368,1
P00918,DB02602,1
P07339,DB00428,0
P07195,DB00157,1
P17948,DB06626,1
Q9UJT0,DB02750,0
Q9NPB1,DB04672,1
P08684,DB00783,1
P16112,DB03703,0
Q13554,DB07221,0
P30793,DB07351,0
P53350,DB07013,0
O43776,DB06930,0
P19021,DB02401,0
Q14957,DB00289,1
Q9Y619,DB09053,0
Q92930,DB02082,1
Q969S8,DB00980,0
P20815,DB00196,1
P41146,DB00564,0
O14920,DB00871,0
P48169,DB01159,1
Q7Z2H8,DB01567,0
P07900,DB08442,1
P07602,DB02419,0
P46098,DB00728,1
P62258,DB03892,0
Q96RD7,DB00477,0
Q01959,DB01463,1
Q9H4M7,DB01558,0
Q5JPH6,DB00142,1
P00414,DB03923,0
P20813,DB09068,1
O15239,DB05419,0
P04150,DB00351,1
P35968,DB05075,1
P20674,DB00498,0
Q01726,DB07151,0
Q99835,DB02104,0
P24941,DB07761,1
P02144,DB07854,0
Q02221,DB01183,0
P23919,DB07739,0
Q15102,DB07977,0
P16070,DB08743,0
P62993,DB01393,0
P29803,DB02448,0
P42898,DB08003,0
Q13946,DB00201,1
P49788,DB04741,0
Q8N1C3,DB08513,0
Q08499,DB03065,0
P51687,DB00694,0
P10620,DB00343,0
P08620,DB07768,0
P09601,DB04803,1
P51659,DB01412,0
O94903,DB00172,1
P11712,DB00788,1
P49761,DB03832,0
P14867,DB05087,1
O43612,DB00920,0
Q99928,DB00273,1
P10635,DB00863,1
P45844,DB07637,0
P08172,DB08801,1
O14556,DB04861,0
O95299,DB00157,1
Q9HCC0,DB02011,0
O14841,DB00706,0
P00915,DB00606,1
Q14432,DB08190,0
Q13936,DB00246,0
P04211,DB07011,0
P35354,DB01009,1
P55263,DB01992,0
P18825,DB01238,1
Q08289,DB03103,0
P31645,DB00852,1
O60391,DB06738,1
Q00975,DB07264,0
P01189,DB01369,0
P33981,DB06144,0
P42261,DB08883,1
O75676,DB07716,0
O75380,DB04234,0
P00390,DB04472,0
Q92769,DB05223,1
O00555,DB00421,1
P05771,DB08357,0
P02775,DB00933,0
P33316,DB05470,0
P42262,DB02818,1
P36544,DB01174,1
Q8TED1,DB06809,0
P05181,DB00904,1
Q6IA69,DB00130,1
Q9H2M3,DB00924,0
P49761,DB03893,0
P26572,DB00586,0
P06737,DB07075,0
P31645,DB06204,1
Q15788,DB08915,1
Q13085,DB00121,1
P05181,DB00514,1
P14867,DB00241,1
P28065,DB02187,0
Q7L0J3,DB01202,1
P78334,DB00349,1
O43497,DB08527,0
P08912,DB00747,1
P35354,DB00720,1
P42574,DB01017,1
P25100,DB00420,1
Q7L266,DB00174,1
P17544,DB07991,0
P14555,DB01955,1
P04118,DB01229,0
Q9HB55,DB05295,0
P30825,DB01181,0
P41091,DB04132,0
P11509,DB00755,1
P08217,DB00993,0
P40394,DB04828,0
P49327,DB01034,1
P20813,DB01095,1
P62917,DB00309,0
P80188,DB04043,1
P05177,DB00772,1
Q15800,DB00986,0
P14410,DB08347,0
Q16654,DB08270,0
P24046,DB00466,1
P05181,DB01156,1
P17612,DB07995,1
P07477,DB02269,1
Q8TF76,DB01054,0
P05093,DB00157,1
O76054,DB03581,0
P35247,DB06835,0
P08684,DB00320,1
P23526,DB04480,0
P05023,DB03349,0
P04798,DB00643,1
P27707,DB01073,1
P41439,DB00325,0
P80188,DB01672,1
P08908,DB09068,1
P33261,DB00239,1
Q9UIC8,DB03988,0
P11511,DB01065,1
Q01581,DB00690,0
P04746,DB00491,1
O14649,DB04071,0
O94760,DB08742,0
P32297,DB00674,1
P31639,DB08907,1
P55017,DB01811,0
P03923,DB02604,0
P09960,DB08466,1
P35367,DB06698,1
Q9UL51,DB02315,1
P14618,DB07697,1
P08581,DB08865,1
P43004,DB01962,0
P19367,DB00617,0
P22309,DB06626,1
Q9BY49,DB00173,1
P24046,DB01558,1
P05230,DB04238,0
P06276,DB00772,1
O95907,DB06880,0
P62508,DB06884,1
P11509,DB04953,1
Q9UJS0,DB07423,0
Q9BVA1,DB07574,1
Q9NY46,DB02719,0
P10635,DB01274,1
P09455,DB02422,0
Q02928,DB01174,1
P45381,DB09242,0
Q9GZT9,DB06201,0
P05451,DB08097,0
P37058,DB00389,0
P28223,DB00268,1
O14556,DB00157,1
O60488,DB02077,0
P05181,DB00773,1
O00591,DB00334,1
Q8IUZ5,DB00160,1
P59768,DB00261,0
Q9HB55,DB02288,0
P10109,DB02323,0
Q99643,DB07798,0
Q99928,DB01567,1
P24347,DB03760,0
Q03181,DB00159,1
P50391,DB00876,0
Q9UL51,DB07231,0
O43920,DB03125,0
P03372,DB08595,1
Q14376,DB04101,0
P33527,DB08058,0
P20815,DB00745,1
Q8IU85,DB01400,0
Q8TCC7,DB00152,0
Q13332,DB00358,0
P10632,DB08660,0
Q8WX39,DB04512,1
P48169,DB00818,1
O76082,DB02359,0
Q12879,DB06151,1
P17213,DB02308,0
P28222,DB00246,1
Q9H169,DB02388,0
Q9BQB6,DB00524,0
P62508,DB07485,1
Q6TGC4,DB04079,0
P18545,DB03020,0
Q92731,DB00877,0
P04798,DB00693,1
P05177,DB01418,1
P04818,DB07577,1
P78330,DB02095,0
O15217,DB00722,0
P35368,DB00248,1
P35367,DB00434,1
P11511,DB00333,1
P08684,DB05271,1
P00439,DB06262,1
Q9Y2J8,DB07525,0
P09874,DB02498,1
Q7L5Y9,DB07108,0
P27487,DB07092,1
O95168,DB01397,0
P08684,DB04871,1
Q9P2W7,DB07638,0
P01857,DB07909,1
P25103,DB03929,0
P63208,DB09074,0
Q07343,DB00277,1
Q9UI33,DB08612,0
P48048,DB01124,1
O15239,DB00417,0
P62942,DB00877,1
P31949,DB06941,0
P51570,DB08341,0
P05177,DB00737,1
P28331,DB02059,0
P18507,DB00794,1
Q15382,DB07127,0
P09601,DB08800,0
P78334,DB00292,1
P01189,DB07369,0
P00374,DB03351,1
P05141,DB00720,1
Q9UGI6,DB01110,1
P00533,DB01259,1
O15143,DB02035,0
O15528,DB00153,1
P02778,DB04487,1
Q9UJM8,DB07907,1
P34903,DB00241,1
Q01959,DB00245,1
P41143,DB01081,1
Q13554,DB07888,0
P11509,DB02621,0
P55055,DB03848,1
P05162,DB01419,0
P20231,DB03921,0
P29475,DB03892,1
P10635,DB00850,1
Q9Y3I0,DB09071,0
P29474,DB03332,1
P08684,DB09083,1
O14818,DB03100,0
P00918,DB08155,1
O00217,DB07236,0
P08254,DB04232,1
Q14994,DB07537,0
Q07864,DB00242,1
P53611,DB01081,0
P08684,DB06413,1
Q969I3,DB00145,1
P54368,DB01214,0
O15427,DB04972,0
P08684,DB01196,1
P32239,DB08239,0
P51170,DB08280,0
O00591,DB00237,1
Q9HAB3,DB08482,0
O00244,DB04825,0
P22234,DB03153,0
P08173,DB00543,1
P51970,DB03012,0
P08913,DB00368,1
P62937,DB00172,1
Q9UJT1,DB00149,0
P27487,DB04577,1
P05164,DB00006,1
Q16539,DB07459,1
P35367,DB00283,1
P35368,DB01291,0
P07384,DB08846,0
P35218,DB01403,0
P08684,DB00545,1
P08588,DB01291,1
Q96RJ0,DB00182,1
P09429,DB00896,0
P28845,DB07056,1
P48728,DB06243,0
P11509,DB07617,1
P14416,DB00696,1
P29377,DB04464,1
P47869,DB00475,1
O00591,DB01215,1
Q9P0Z9,DB04013,0
P14867,DB01154,1
Q86SZ2,DB00980,0
O60894,DB02318,0
P10632,DB00184,1
Q9P2J5,DB01301,0
P06744,DB02093,1
P0CG22,DB07689,1
P11309,DB02604,0
O00204,DB04367,0
P08684,DB01384,1
P23946,DB04016,1
P31751,DB04068,0
P07225,DB02813,0
P53582,DB07902,1
P10635,DB01206,1
P07737,DB00765,0
P46098,DB00363,1
P28066,DB04396,0
P10275,DB08087,1
Q01668,DB07525,0
O43447,DB01226,0
P08684,DB08816,1
Q9H1R3,DB04043,0
P00156,DB03456,0
Q8WY07,DB00123,1
O60896,DB03425,0
Q9UHI5,DB00120,1
O95178,DB08369,0
P04424,DB01219,0
O15511,DB08867,0
O94760,DB04829,0
P11712,DB04938,1
P24462,DB01026,1
Q9Y271,DB04394,0
P41595,DB00248,1
P35368,DB01393,0
P00918,DB04600,1
P01709,DB08064,0
P08100,DB03330,0
Q03426,DB01681,0
P20309,DB00572,1
P20815,DB01126,1
P27487,DB08743,1
P14416,DB01238,1
P47895,DB00162,1
P28472,DB01594,1
P31644,DB01567,1
P15291,DB03685,1
O14757,DB08779,1
P07477,DB04470,1
P43004,DB00142,1
O15169,DB08915,0
O15528,DB01436,1
P11509,DB00255,1
P54619,DB04787,0
P42261,DB05045,0
O76054,DB07883,0
P11229,DB00340,1
Q14571,DB01427,0
O75521,DB08151,0
P54289,DB00381,1
Q9BXI2,DB00921,0
P06401,DB00304,1
Q96MA6,DB01767,0
P23467,DB00035,0
P11712,DB04557,1
Q9UQL6,DB01611,0
P35367,DB00573,0
O60494,DB01078,0
P16389,DB00755,0
Q13936,DB04000,0
P10632,DB00738,1
P35354,DB01014,1
O14561,DB02143,0
P35368,DB00723,1
Q9UL54,DB04522,1
P16233,DB01083,1
P14416,DB04946,1
P08172,DB00392,1
P42768,DB00138,0
P35270,DB07844,0
Q02338,DB07838,0
P00734,DB07148,0
Q6W5P4,DB03588,0
Q8N5Z0,DB00142,1
P20674,DB04464,1
P07900,DB06969,1
P10398,DB02795,0
O75489,DB00387,0
P61158,DB01348,0
Q16644,DB08358,1
Q9NY72,DB03158,0
Q96NR8,DB00162,1
O95622,DB02132,0
Q9Y694,DB07450,0
Q16798,DB03680,1
P47712,DB00411,1
P10635,DB01437,1
Q86Y39,DB02676,0
P24557,DB08896,0
Q9H6Z9,DB00126,1
P12268,DB03035,0
O15530,DB07763,0
P35372,DB01497,1
Q8NET8,DB00778,0
P14324,DB02552,1
Q15759,DB09071,0
P34903,DB00404,1
P11712,DB00641,1
P43235,DB07592,1
P04150,DB01234,1
P00813,DB07786,1
P05108,DB02735,0
P06239,DB01254,1
P50406,DB00543,1
O43447,DB00883,0
Q16769,DB04636,1
P39900,DB04485,0
P35348,DB06144,1
P31644,DB01559,1
P24530,DB03486,0
Q5JPH6,DB00123,0
P41743,DB01409,0
P08684,DB00780,1
P15144,DB03311,0
Q9H015,DB02963,0
P34903,DB00292,1
Q9UKG9,DB01613,0
P09210,DB06973,0
Q14914,DB03767,0
