query_protein,similar_protein,similarity
P51003,Q9UGJ0,0.9468874
P51003,Q15139,0.94370484
P51003,Q9HB21,0.94351244
P51003,Q9NS40,0.9434577
P51003,O75164,0.94314796
P51003,Q8NCM2,0.9427948
P51003,O15075,0.94147563
P51003,P27986,0.9412117
P51149,Q13557,0.95245016
P51149,Q9UQM7,0.9502909
P51149,P36543,0.9494114
P51149,P11233,0.9464895
P51149,P67775,0.943582
P51149,Q13555,0.9429136
P51149,P62714,0.9417107
P51149,P23528,0.93494284
P51149,P61586,0.93464303
P51149,Q9BVA1,0.9331652
P51151,P33121,0.95697975
P51151,P41240,0.94909155
P51151,P49588,0.94711334
P51151,P46459,0.9469646
P51151,P27707,0.94652
P51151,P17812,0.9463997
P51151,P07948,0.94631344
P51151,P51648,0.94486207
P51151,P05165,0.94374615
P51151,P42685,0.94284195
P51160,P16499,0.9979123
P51160,P35913,0.993011
P51160,Q9Y233,0.98344576
P51160,P42338,0.9785381
P51160,P42336,0.9769355
P51160,O76074,0.9751258
P51160,Q7Z2W7,0.9743725
P51160,Q9HCR9,0.9730569
P51160,Q8IW41,0.9720077
P51160,P35626,0.96920264
P51161,P07148,0.941105
P51161,P12104,0.9060438
P51161,P05162,0.90574336
P51161,P07814,0.90090597
P51161,P54578,0.9004247
P51161,P09382,0.9001102
P51161,P15090,0.89713883
P51161,Q01469,0.89364153
P51161,O76054,0.8918388
P51161,P29508,0.8909882
P51164,P14415,0.9732061
P51164,P05106,0.9701028
P51164,Q9BYF1,0.96357316
P51164,Q04609,0.96351874
P51164,P00488,0.9628396
P51164,P08253,0.96138
P51164,Q08188,0.96024597
P51164,P10915,0.95928967
P51164,P02787,0.9588955
P51164,P16278,0.9587451
P51168,P51170,0.99359226
P51168,P14679,0.9768472
P51168,Q9UBQ6,0.9747238
P51168,P37088,0.9711654
P51168,P48736,0.97089905
P51168,P08581,0.9696295
P51168,P13612,0.96908635
P51168,P29475,0.968428
P51168,P00751,0.967158
P51168,Q8NET8,0.96571565
P51170,P51168,0.99359226
P51170,P37088,0.9810729
P51170,P13612,0.97540677
P51170,P08581,0.9750221
P51170,P00751,0.97367394
P51170,P14679,0.9727886
P51170,O14788,0.9691964
P51170,Q6QNK2,0.9681702
P51170,Q8NET8,0.96816003
P51170,P17948,0.96778727
P51172,Q96PD5,0.96654606
P51172,P40238,0.9570849
P51172,Q86T13,0.9550992
P51172,P19235,0.95130527
P51172,Q16671,0.94838965
P51172,P29474,0.94680727
P51172,P32927,0.9390722
P51172,P22749,0.93812525
P51172,P01019,0.93661726
P51172,Q9NR96,0.9343371
P51178,O14939,0.9736686
P51178,Q9HA77,0.96462667
P51178,Q02809,0.9645722
P51178,O60341,0.9643645
P51178,O00329,0.96302044
P51178,O60568,0.96283126
P51178,Q9Y6F1,0.96206665
P51178,Q9UI32,0.96176964
P51178,P29317,0.9616817
P51178,P49356,0.9613937
P51449,Q13133,0.96935785
P51449,P35398,0.95360494
P51449,P55055,0.9522143
P51449,O75469,0.9468757
P51449,Q13285,0.94585454
P51449,Q9ULD8,0.94476867
P51449,Q9UQ05,0.9428193
P51449,Q9NQU5,0.9421335
P51449,Q9BY66,0.9421023
P51449,P11274,0.9414032
P51451,P06239,0.98056114
P51451,P08631,0.97867703
P51451,P42685,0.96952987
P51451,P07948,0.96817243
P51451,P09769,0.9673945
P51451,P29350,0.96612126
P51451,Q13882,0.96285385
P51451,P41240,0.9612621
P51451,P51178,0.9605884
P51451,Q9UDX3,0.95486736
P51511,Q9Y5R2,0.9897376
P51511,P50281,0.9779761
P51511,Q9UKM7,0.9622451
P51511,Q8N119,0.9620255
P51511,P14780,0.9586245
P51511,P51512,0.9573628
P51511,P21860,0.95684355
P51511,P07202,0.956656
P51511,P19801,0.95577
P51511,P06213,0.9544727
P51512,O60882,0.97820455
P51512,P45452,0.97740257
P51512,Q9H306,0.9762335
P51512,P39900,0.97614956
P51512,P78536,0.97510636
P51512,P03956,0.97497106
P51512,P08069,0.97307944
P51512,P22894,0.972129
P51512,P08253,0.9715902
P51512,Q16832,0.97109276
P51553,O43837,0.982157
P51553,P47989,0.9644947
P51553,Q16877,0.9620022
P51553,Q6IA69,0.96142226
P51553,P13995,0.9611737
P51553,P00390,0.959993
P51553,Q8TD30,0.95960945
P51553,O15269,0.9588467
P51553,Q14232,0.95881665
P51553,O43252,0.9581579
P51570,Q53H96,0.9563865
P51570,P26640,0.9517565
P51570,P35270,0.9488119
P51570,O14841,0.9449738
P51570,Q9NYR8,0.94316816
P51570,Q96I15,0.94054174
P51570,P22570,0.9399588
P51570,P50336,0.93991053
P51570,Q96GA7,0.93979377
P51570,P24298,0.9395418
P51575,Q93086,0.96882355
P51575,Q7Z3S7,0.96524227
P51575,Q02809,0.96479297
P51575,O14939,0.9614998
P51575,O60568,0.96138424
P51575,Q14654,0.9601961
P51575,Q9NY47,0.9600859
P51575,P78508,0.95976377
P51575,P51178,0.95921326
P51575,P50281,0.9588603
P51580,P50135,0.96239245
P51580,Q9Y233,0.9602791
P51580,P14060,0.9600414
P51580,P52788,0.95894253
P51580,O76074,0.95867395
P51580,P04053,0.9584725
P51580,Q969I3,0.95636153
P51580,P51813,0.9562529
P51580,O75343,0.9553887
P51580,P35913,0.9553668
P51582,Q15077,0.9840322
P51582,P41231,0.9802649
P51582,Q86VZ1,0.972414
P51582,Q9HC97,0.96473646
P51582,Q15722,0.96377456
P51582,P21731,0.9566182
P51582,P30989,0.9536977
P51582,Q9Y5Y4,0.9516014
P51582,O43193,0.95092344
P51582,P30872,0.9504126
P51584,Q59325,0.977787
P51584,P16218,0.96797013
P51584,P26827,0.9674723
P51584,P05618,0.964314
P51584,P94622,0.95712566
P51584,P0C2S5,0.95653164
P51584,P00691,0.9538536
P51584,P37700,0.95372564
P51584,P06653,0.95144963
P51584,P30920,0.9497997
P51606,Q9RC92,0.9570875
P51606,P48449,0.9562948
P51606,P33247,0.9542998
P51606,P48637,0.95327234
P51606,P9WNW7,0.953146
P51606,P27017,0.95161563
P51606,Q93TU6,0.9505317
P51606,P24300,0.9499802
P51606,Q53464,0.9488176
P51606,Q08751,0.9484339
P51617,Q99640,0.9651217
P51617,Q16671,0.96176386
P51617,P29590,0.95912224
P51617,Q15569,0.9571589
P51617,Q32MK0,0.94832605
P51617,Q13470,0.94764876
P51617,O95382,0.9475987
P51617,Q9ULD8,0.9468124
P51617,Q09013,0.9434343
P51617,P19235,0.94334847
P51648,P30838,0.97851133
P51648,P33121,0.9656587
P51648,Q16798,0.9644984
P51648,Q8TD30,0.9621191
P51648,P47989,0.96204233
P51648,Q8IUZ5,0.9612831
P51648,Q96RQ3,0.9611686
P51648,P23368,0.9606701
P51648,P48163,0.9603737
P51648,P05165,0.96034634
P51649,Q9NUB1,0.9631022
P51649,O75600,0.9582524
P51649,Q92947,0.95568454
P51649,P48728,0.95311576
P51649,Q9NR19,0.95273244
P51649,P23378,0.9491812
P51649,P34897,0.9486779
P51649,Q53ET4,0.9479626
P51649,P30084,0.9469891
P51649,P11177,0.94630027
P51659,P40939,0.974286
P51659,P16435,0.9688351
P51659,Q96I99,0.9678412
P51659,P49588,0.9661321
P51659,P31939,0.9655175
P51659,P33121,0.96266234
P51659,Q02252,0.96214104
P51659,Q8TBC4,0.96150947
P51659,P17174,0.9590336
P51659,P05062,0.95899045
P51681,P32246,0.99372196
P51681,P51686,0.97702706
P51681,P25024,0.97492313
P51681,P25025,0.97167957
P51681,P49238,0.96835196
P51681,P41597,0.96564376
P51681,Q15391,0.964102
P51681,Q9H244,0.9593618
P51681,Q9BPV8,0.95544624
P51681,P61073,0.95387393
P51686,P49238,0.9860381
P51686,P25024,0.98432714
P51686,P61073,0.9835337
P51686,P25025,0.98303926
P51686,P51681,0.97702706
P51686,P32246,0.9767567
P51686,P30556,0.97512543
P51686,P41597,0.9748688
P51686,Q9H244,0.9715524
P51686,Q9BPV8,0.9702338
P51687,Q16822,0.9666947
P51687,Q9UDR5,0.9638338
P51687,P48637,0.960015
P51687,P42898,0.9598254
P51687,Q16134,0.9596751
P51687,Q8WVQ1,0.9587805
P51687,Q9HBK9,0.9565531
P51687,P07101,0.95532525
P51687,O14744,0.9537475
P51687,P49356,0.9528805
P51691,P9WNH5,0.9549645
P51691,Q08751,0.9526942
P51691,Q9RC92,0.95209056
P51691,P52197,0.9516291
P51691,P9WIQ1,0.95151216
P51691,Q9AGP8,0.9504214
P51691,P24300,0.9501265
P51691,O32449,0.9500094
P51691,Q53586,0.9494244
P51691,P37610,0.9490914
P51692,P40763,0.9830451
P51692,Q8NEB9,0.96387994
P51692,Q14457,0.96295166
P51692,Q14289,0.9605919
P51692,P27986,0.96028274
P51692,Q9UI12,0.95959073
P51692,Q14181,0.95927477
P51692,O14980,0.95871466
P51692,Q16206,0.9580241
P51692,O60341,0.9576764
P51693,Q16584,0.9511533
P51693,Q8IVL6,0.947455
P51693,Q9UL54,0.94680625
P51693,Q16790,0.9466449
P51693,Q9ULZ9,0.9428909
P51693,Q6DT37,0.9426985
P51693,Q9UQQ2,0.9411663
P51693,Q9UJ90,0.9408523
P51693,Q15109,0.9392632
P51693,Q02779,0.93886137
P51787,P56696,0.98376393
P51787,Q00975,0.9659417
P51787,Q12809,0.9655794
P51787,O43526,0.9646599
P51787,Q92952,0.96386147
P51787,O60840,0.9603921
P51787,O95622,0.9591677
P51787,P51788,0.95914614
P51787,Q13574,0.95888317
P51787,Q9P0X4,0.95757055
P51788,Q92952,0.9689184
P51788,Q13574,0.96286273
P51788,O60840,0.9624809
P51788,P51787,0.95914614
P51788,O14649,0.95884305
P51788,P56696,0.95643705
P51788,Q9Y666,0.954637
P51788,Q00975,0.9526106
P51788,O95622,0.9519379
P51788,Q9UP95,0.9515172
P51800,O43246,0.95388657
P51800,P51828,0.9536837
P51800,Q08462,0.9532579
P51800,O43306,0.9530138
P51800,P48664,0.9528884
P51800,Q9H237,0.9524139
P51800,Q9UHI7,0.95089495
P51800,O95477,0.94994146
P51800,P32241,0.94769794
P51800,P20594,0.9473607
P51812,Q9UK32,0.9953224
P51812,Q15418,0.99524456
P51812,Q96BR1,0.9654988
P51812,O14936,0.9646003
P51812,Q05513,0.96097517
P51812,P53350,0.95987004
P51812,Q00532,0.95925605
P51812,P50613,0.9580815
P51812,P49137,0.95800835
P51812,Q00534,0.957741
P51813,Q9UN19,0.97545725
P51813,P42681,0.9742751
P51813,O96017,0.97043175
P51813,Q08881,0.97001326
P51813,Q9NYL2,0.969156
P51813,Q8IW41,0.9680376
P51813,Q04759,0.9677136
P51813,O75343,0.96755594
P51813,P35626,0.96664417
P51813,P23458,0.96627194
P51828,O43306,0.9881116
P51828,Q8NFM4,0.9852581
P51828,Q08462,0.9779109
P51828,O95622,0.9752891
P51828,Q5JUK3,0.96506345
P51828,Q08828,0.962491
P51828,Q8NF37,0.9556783
P51828,O00408,0.9556259
P51828,Q8TDN1,0.9555423
P51828,P20594,0.95536786
P51843,Q05469,0.9345839
P51843,Q9Y4R7,0.92251325
P51843,P29590,0.92023563
P51843,Q9NQU5,0.91915214
P51843,Q9ULD8,0.91597486
P51843,Q32MK0,0.91121334
P51843,Q9UBN7,0.91105187
P51843,Q8TF76,0.91034377
P51843,O00255,0.90949225
P51843,Q92918,0.90731215
P51852,Q9ZIV5,0.95953745
P51852,Q70I53,0.95634305
P51852,Q9RZ04,0.9562559
P51852,P27696,0.95511085
P51852,P17297,0.9536546
P51852,P9WNW7,0.95365334
P51852,Q60099,0.95252085
P51852,Q8KI25,0.94943976
P51852,P0C002,0.9485996
P51852,P23234,0.948479
P51857,P08319,0.9635316
P51857,P17516,0.9567071
P51857,P50213,0.95666313
P51857,P40394,0.9550894
P51857,P07327,0.9546336
P51857,P51648,0.9525807
P51857,P16083,0.9522717
P51857,P49888,0.9516038
P51857,P42330,0.9513963
P51857,Q9UJM8,0.95070195
P51955,Q13237,0.96025306
P51955,P25098,0.95556605
P51955,P35626,0.9555558
P51955,Q16816,0.95266545
P51955,P42681,0.951375
P51955,O76074,0.95064485
P51955,Q13163,0.9493543
P51955,O14757,0.94851
P51955,Q14680,0.9476992
P51955,Q06187,0.94588447
P51956,Q6P3R8,0.974954
P51956,Q9P2K8,0.9647716
P51956,Q8NEV4,0.96277046
P51956,Q02108,0.96193826
P51956,Q9BQI3,0.9610655
P51956,Q8TD19,0.9598584
P51956,Q9Y616,0.95750433
P51956,O15111,0.956669
P51956,P53355,0.95578325
P51956,Q15111,0.955351
P51957,Q96PY6,0.96916556
P51957,Q92835,0.9582741
P51957,O00311,0.95504284
P51957,O60285,0.9497757
P51957,Q9BY66,0.9483954
P51957,Q9NRH2,0.9459781
P51957,Q8NEV4,0.94597465
P51957,Q96L42,0.94586456
P51957,P42684,0.9454842
P51957,Q8NG66,0.94446266
P51970,O96000,0.9647355
P51970,P17568,0.95865
P51970,P11349,0.9560338
P51970,O43920,0.95577806
P51970,P17540,0.95111734
P51970,Q16134,0.94897914
P51970,O95298,0.9488466
P51970,O95168,0.9480906
P51970,O95169,0.94572145
P51970,P04040,0.9437283
P52026,P00953,0.95948863
P52026,P83812,0.95928633
P52026,Q837V6,0.9583429
P52026,P00943,0.9507694
P52026,P0AGJ9,0.94995904
P52026,P53608,0.9492736
P52026,P54548,0.948832
P52026,O35000,0.9470955
P52026,P77836,0.94492936
P52026,Q836J0,0.94200677
P52045,Q16773,0.9609523
P52045,Q6FEW8,0.95576954
P52045,P77398,0.95446146
P52045,Q59931,0.9533739
P52045,P39304,0.9529047
P52045,P0A6V8,0.951582
P52045,P77425,0.9505353
P52045,P0A6L6,0.95015764
P52045,Q9A1B7,0.9488172
P52045,P9WPB7,0.9485761
P52197,Q9KX40,0.9592079
P52197,Q9I5F3,0.9543529
P52197,P51691,0.9516291
P52197,Q53464,0.9506364
P52197,P56601,0.9497321
P52197,Q51990,0.94968116
P52197,P9WNH5,0.94947124
P52197,Q9HTQ2,0.9452774
P52197,P0C002,0.9444404
P52197,P37610,0.9442457
P52209,P06744,0.9758208
P52209,P36959,0.97295076
P52209,P40925,0.9714559
P52209,P22033,0.9682139
P52209,Q9HCC0,0.96702635
P52209,P23921,0.96688277
P52209,Q99798,0.96688175
P52209,P48735,0.9666903
P52209,P34896,0.96498394
P52209,P46926,0.96497554
P52270,P0AB74,0.9328048
P52270,O75891,0.9324417
P52270,P45563,0.92924356
P52270,P0A6V8,0.92388296
P52270,P22102,0.9228401
P52270,P14550,0.92007226
P52270,P46859,0.9199418
P52270,Q9FDN7,0.919253
P52270,Q9F0J6,0.9188914
P52270,Q7SIG1,0.9185332
P52333,P29597,0.99436355
P52333,O95382,0.98008347
P52333,Q9H4B4,0.97196317
P52333,Q16647,0.96721685
P52333,Q02846,0.96557707
P52333,Q06418,0.9652653
P52333,O60294,0.96514857
P52333,Q08828,0.96502006
P52333,Q8TD43,0.9644834
P52333,Q16613,0.9639043
P52429,P42336,0.981724
P52429,P42338,0.97928447
P52429,P47712,0.9770899
P52429,Q7Z2W7,0.97315145
P52429,Q86TI2,0.9726604
P52429,Q6V1X1,0.9724057
P52429,P35913,0.97220767
P52429,Q8N1G2,0.9709917
P52429,Q13085,0.9709697
P52429,O00763,0.9703167
P52564,P46734,0.98873115
P52564,P45985,0.974546
P52564,O14733,0.9591963
P52564,Q9P289,0.9517344
P52564,Q02750,0.9489046
P52564,P26196,0.94758654
P52564,P53041,0.94686073
P52564,P46459,0.946728
P52564,P06746,0.9451957
P52564,P14868,0.94506615
P52569,P30825,0.99092996
P52569,P48065,0.97594047
P52569,P48664,0.9696407
P52569,P48066,0.96933335
P52569,Q9UHI5,0.9670512
P52569,Q8WY07,0.9670236
P52569,O00341,0.96510655
P52569,Q9NSD5,0.9636501
P52569,Q99808,0.96181333
P52569,P49281,0.96067804
P52597,P28676,0.937736
P52597,Q86XP1,0.9272424
P52597,Q8IYT8,0.92571384
P52597,O75912,0.9228929
P52597,Q9HB21,0.92143834
P52597,Q15303,0.9212741
P52597,P19838,0.9208477
P52597,O75164,0.91952294
P52597,P20807,0.91911745
P52597,Q16206,0.91793483
P52647,P32170,0.97504085
P52647,P76216,0.97336626
P52647,Q51782,0.9725953
P52647,P04825,0.97004175
P52647,P37330,0.9688697
P52647,P00490,0.96885455
P52647,Q8P8J2,0.965348
P52647,P0AFG8,0.96486425
P52647,P04964,0.9646371
P52647,P0A789,0.9637685
P52664,Q47066,0.961887
P52664,Q9EXV5,0.9468498
P52664,P00811,0.9370754
P52664,P43985,0.93017507
P52664,P14489,0.9292506
P52664,P0ADA1,0.92728764
P52664,P0AEB3,0.92676187
P52664,P0AEB2,0.92676187
P52664,Q9Z4N6,0.92618304
P52664,P0C0F4,0.92145646
P52687,P03023,0.9584773
P52687,P0DM80,0.9534727
P52687,O87949,0.95287573
P52687,P36673,0.9513986
P52687,P07026,0.95076615
P52687,P94182,0.9467316
P52687,P0A9J8,0.94128305
P52687,Q8ZPC0,0.9405162
P52687,Q6FEW8,0.93848073
P52687,P0A9E0,0.9371161
P52699,Q79MP6,0.9999999
P52699,P14489,0.9578427
P52699,Q7BJM5,0.95239747
P52699,Q60FT7,0.9483918
P52699,P45059,0.9464365
P52699,P04190,0.9457673
P52699,Q57VC7,0.94192183
P52699,P13661,0.9360305
P52699,P37321,0.93403685
P52699,P53848,0.932961
P52700,Q7SIA5,0.9574568
P52700,Q46444,0.9514932
P52700,Q9I194,0.94943404
P52700,Q9X757,0.94922984
P52700,Q53IN1,0.9440684
P52700,Q9I596,0.94251686
P52700,P05364,0.9409021
P52700,O68601,0.94079626
P52700,Q9I5I9,0.9386368
P52700,Q9F663,0.9381702
P52732,P46939,0.94658774
P52732,O60858,0.93732655
P52732,P11532,0.9364865
P52732,O75330,0.93535215
P52732,Q8NEV4,0.9335416
P52732,Q13464,0.93288815
P52732,P15924,0.92510206
P52732,Q9UBT6,0.9250843
P52732,Q9NWZ3,0.9237548
P52732,Q13237,0.921085
P52788,P50135,0.9711879
P52788,P45381,0.96944946
P52788,Q02153,0.9684932
P52788,Q8N543,0.9678863
P52788,Q7L5N7,0.96754205
P52788,P23743,0.9666865
P52788,P04053,0.9665991
P52788,P56282,0.9655762
P52788,Q9NS86,0.96543336
P52788,O60678,0.9651058
P52824,Q9H4B4,0.9758705
P52824,Q8TD43,0.97169024
P52824,Q00653,0.9680649
P52824,O60294,0.96649873
P52824,Q6N063,0.9657447
P52824,O15197,0.9653156
P52824,P14616,0.9646355
P52824,P23677,0.9642907
P52824,Q02846,0.9628142
P52824,Q52WX2,0.96157765
P52848,P22413,0.9787675
P52848,P23219,0.97635365
P52848,Q16706,0.9742824
P52848,P56817,0.973665
P52848,Q7Z4J2,0.972831
P52848,P09172,0.97281504
P52848,P06858,0.9720342
P52848,Q9Y251,0.9702741
P52848,P35354,0.969593
P52848,P19827,0.9695252
P52895,Q04828,0.9989225
P52895,P42330,0.997544
P52895,P17516,0.9951933
P52895,P15121,0.9549924
P52895,P51857,0.950382
P52895,P78330,0.94860905
P52895,P28161,0.94793487
P52895,O60218,0.9475425
P52895,P20711,0.94700307
P52895,P21266,0.94663286
P52961,Q9BZ11,0.96769595
P52961,Q16790,0.95087373
P52961,Q9NPA2,0.94925183
P52961,Q8N907,0.94794106
P52961,Q9ULZ9,0.94746417
P52961,O75636,0.9469302
P52961,O15547,0.9457807
P52961,P21709,0.94286203
P52961,Q9H239,0.94019514
P52961,O15197,0.9399348
P53004,O25608,0.9410605
P53004,P39621,0.93949854
P53004,Q86TI2,0.9384924
P53004,Q9Y233,0.9382436
P53004,O60733,0.93731976
P53004,P0A9E0,0.9367051
P53004,Q9XB61,0.9361359
P53004,Q57VC7,0.93603384
P53004,P94182,0.9356719
P53004,P07026,0.93500507
P53041,P09467,0.96679896
P53041,P14868,0.9652504
P53041,P15170,0.96512806
P53041,O43252,0.9626337
P53041,P11413,0.96073097
P53041,P49589,0.96019274
P53041,P30520,0.95942694
P53041,O43776,0.95911187
P53041,O00757,0.95879793
P53041,O76054,0.9585282
P53350,Q9BUB5,0.9710373
P53350,O14936,0.97093564
P53350,Q9HBH9,0.9669912
P53350,Q16644,0.96406114
P53350,Q9Y6T7,0.96360564
P53350,P49619,0.9621887
P53350,Q15418,0.96116585
P53350,Q15139,0.9604323
P53350,P51812,0.95987004
P53350,Q05397,0.9597832
P53355,O60733,0.9858472
P53355,Q9P2K8,0.98163986
P53355,Q99683,0.98139375
P53355,P48736,0.9812803
P53355,Q9Y233,0.9805957
P53355,Q13085,0.98055357
P53355,Q15111,0.97897005
P53355,O00763,0.97854674
P53355,Q59H18,0.97779214
P53355,O75762,0.97725505
P53396,P17540,0.9756879
P53396,Q01581,0.97365373
P53396,Q9NUV7,0.9730513
P53396,P46459,0.97174406
P53396,O15270,0.97104007
P53396,P09373,0.96850073
P53396,Q02218,0.96838677
P53396,P47989,0.9679539
P53396,P80404,0.96746254
P53396,P35558,0.96742153
P53554,P94182,0.9570026
P53554,P00183,0.9495927
P53554,Q6FEW8,0.9490932
P53554,O31440,0.94744694
P53554,P14779,0.94648445
P53554,P25084,0.94420654
P53554,P39135,0.9435091
P53554,O31616,0.94314605
P53554,P52045,0.94288385
P53554,Q8ZKR2,0.94257
P53582,P31939,0.9642913
P53582,P49591,0.9602237
P53582,Q99798,0.9598629
P53582,P48735,0.9595231
P53582,P23381,0.9593134
P53582,O75874,0.9548376
P53582,O43766,0.9546977
P53582,P49448,0.95422506
P53582,P0AB71,0.95379055
P53582,P48147,0.9537102
P53608,P54548,0.9654231
P53608,P50740,0.961023
P53608,P83812,0.9592632
P53608,O34450,0.9562217
P53608,Q816R0,0.9560838
P53608,O31156,0.9541865
P53608,P38940,0.9533802
P53608,O35000,0.9530916
P53608,P00512,0.9525516
P53608,P39593,0.95241296
P53609,O15269,0.96321356
P53609,P53611,0.96157086
P53609,Q9UIC8,0.96054107
P53609,O95864,0.9558236
P53609,Q8TBC4,0.9554094
P53609,O76054,0.95487994
P53609,P11926,0.95423687
P53609,Q02153,0.9537641
P53609,Q7Z2Z2,0.9528538
P53609,P49915,0.9527327
P53611,P17812,0.96610326
P53611,P53609,0.96157086
P53611,Q8TBC4,0.96005917
P53611,P47989,0.9600402
P53611,P49915,0.95983493
P53611,P33121,0.95968056
P53611,O43252,0.9591043
P53611,P11926,0.9583373
P53611,P54687,0.9576964
P53611,P11586,0.9563
P53667,O15530,0.96355677
P53667,P10398,0.9629978
P53667,Q14289,0.96231323
P53667,Q12851,0.9612057
P53667,P53671,0.961037
P53667,Q13133,0.9550054
P53667,O75912,0.9534054
P53667,Q13163,0.9529588
P53667,O75469,0.95169127
P53667,Q14994,0.95141935
P53671,Q9NYY3,0.9735873
P53671,P32019,0.9735689
P53671,O00329,0.97309506
P53671,Q9HCR9,0.97252107
P53671,Q9UN19,0.97235745
P53671,O95263,0.9719975
P53671,O75343,0.97053635
P53671,P33402,0.97051513
P53671,Q15080,0.9700861
P53671,P42336,0.9686811
P53778,O15264,0.97066706
P53778,Q15759,0.9659495
P53778,Q16539,0.96583617
P53778,P27361,0.9649498
P53778,P45983,0.962036
P53778,P45984,0.960057
P53778,Q16644,0.9569073
P53778,Q9NWZ5,0.9544878
P53778,Q00534,0.95013386
P53778,P53041,0.9500842
P53779,P45984,0.9875952
P53779,P45983,0.98522955
P53779,Q59FW3,0.94826704
P53779,P49137,0.9476385
P53779,Q8WU08,0.9474762
P53779,O15264,0.94700235
P53779,Q86YV6,0.9464401
P53779,Q9UK32,0.94577384
P53779,P51812,0.9439943
P53779,P10828,0.94219977
P53805,O75164,0.95041966
P53805,Q8TCG2,0.94815934
P53805,Q13574,0.94780564
P53805,Q16760,0.9445239
P53805,Q08499,0.9423972
P53805,Q08493,0.9383327
P53805,Q8WWL2,0.93795794
P53805,O75912,0.9366479
P53805,Q9UBF8,0.93536294
P53805,Q8N5S9,0.9342816
P53848,Q9Y234,0.9646143
P53848,P51160,0.96020174
P53848,Q6V1X1,0.9600843
P53848,Q9RC23,0.9590764
P53848,P16499,0.95816004
P53848,Q92206,0.9575614
P53848,Q7BK04,0.95589995
P53848,Q04782,0.9549221
P53848,Q9PPP5,0.9547319
P53848,O75936,0.9540881
P53985,O60669,0.98621464
P53985,P11168,0.9571512
P53985,O15427,0.9540518
P53985,O15403,0.95131665
P53985,Q12908,0.9512366
P53985,Q14973,0.94975615
P53985,Q7Z2H8,0.94889975
P53985,P08100,0.9436827
P53985,Q05940,0.9427301
P53985,O15374,0.9385509
P54098,Q07864,0.9731512
P54098,Q9NY59,0.9642764
P54098,O00255,0.9638536
P54098,Q9NXG6,0.9637182
P54098,Q9Y5S1,0.9624288
P54098,O00750,0.9618304
P54098,O00763,0.96158624
P54098,P38435,0.95976806
P54098,Q8N159,0.9585049
P54098,P29597,0.95811045
P54219,Q05940,0.991666
P54219,P49281,0.9646019
P54219,Q99808,0.96251607
P54219,Q14973,0.95843875
P54219,O15427,0.9578289
P54219,P31639,0.95096004
P54219,Q96BI3,0.94973177
P54219,Q9UHI5,0.9483665
P54219,Q9NY91,0.9472735
P54219,Q08462,0.94532526
P54278,Q9UGN5,0.9681035
P54278,O75164,0.9679886
P54278,P49619,0.967537
P54278,Q16760,0.96495706
P54278,Q14181,0.9648998
P54278,O94925,0.9635223
P54278,Q86XP1,0.96187687
P54278,O95831,0.9592707
P54278,Q8NCM2,0.95922196
P54278,Q7Z2Z2,0.95870256
P54284,Q02641,0.98413116
P54284,Q08289,0.98243415
P54284,O00305,0.98132545
P54284,Q8N4C8,0.97300243
P54284,Q15796,0.95172167
P54284,Q9UKV0,0.9481543
P54284,Q08499,0.9471195
P54284,Q07343,0.9450841
P54284,Q9UQL6,0.94451565
P54284,Q9Y5K3,0.94083905
P54289,Q8IZS8,0.9848139
P54289,Q9NY47,0.9811779
P54289,P06756,0.97192013
P54289,Q7Z3S7,0.97120315
P54289,Q15303,0.9664014
P54289,Q06033,0.9655609
P54289,P05556,0.9643698
P54289,P16233,0.9643183
P54289,Q13393,0.96346813
P54289,P56373,0.96307075
P54317,P16233,0.987383
P54317,P01023,0.97313225
P54317,P20742,0.9701272
P54317,P06756,0.9688126
P54317,P45452,0.9679992
P54317,Q06033,0.9674623
P54317,P01024,0.967265
P54317,P08254,0.9653965
P54317,P07686,0.9652722
P54317,P09238,0.9650609
P54368,O75460,0.9552276
P54368,Q92831,0.94606984
P54368,Q92830,0.9448954
P54368,Q9BY66,0.9445951
P54368,Q9Y4R7,0.9416425
P54368,Q9NRH2,0.9403825
P54368,Q9HBA0,0.94021857
P54368,P32019,0.939947
P54368,O00750,0.93984026
P54368,Q8NER1,0.9392388
P54455,P56740,0.9569915
P54455,P25971,0.9564413
P54455,P19938,0.95384425
P54455,P54548,0.95320225
P54455,Q02169,0.9517081
P54455,Q5HEB7,0.9515797
P54455,P61432,0.95128083
P54455,Q816R0,0.9511671
P54455,O31156,0.9496951
P54455,O34450,0.94694656
P54548,Q816R0,0.96656775
P54548,O31156,0.96589935
P54548,P53608,0.9654231
P54548,Q06174,0.9634392
P54548,P50740,0.96090007
P54548,P83812,0.9595946
P54548,O34450,0.9592205
P54548,O32248,0.9580527
P54548,P32397,0.95792913
P54548,O35000,0.9570664
P54577,P07814,0.97830534
P54577,P49591,0.97277105
P54577,P06746,0.9704838
P54577,P23381,0.9692273
P54577,Q9NSD9,0.9664886
P54577,P36871,0.9638232
P54577,Q15046,0.9633539
P54577,Q13907,0.9625095
P54577,P41250,0.9621656
P54577,Q96I99,0.9614692
P54578,P34932,0.9662427
P54578,P07814,0.9657333
P54578,P46459,0.9624517
P54578,P49589,0.95785356
P54578,P11388,0.95709836
P54578,P16435,0.9551405
P54578,Q8TBC4,0.95443594
P54578,P49591,0.95403236
P54578,P54577,0.9531585
P54578,Q9Y678,0.95260197
