drug,smiles,name
DB12872, ,Vonicog Alfa
DB11544,[H][C@@](C)(C(=O)[C@]([H])(CC)[C@@]1([H])O[C@@]2(O[C@@]3(CC[C@](C)(O3)[C@@]3([H])CC[C@](O)(CC)[C@]([H])(C)O3)[C@]([H])(O)C=C2)[C@]([H])(C)C[C@]1([H])C)[C@@]([H])(O)[C@]([H])(C)[C@]1([H])O[C@]([H])(CC[C@]1([H])C)[C@@]([H])(CC)C(O)=O,Salinomycin
DB12875,CC(C)(O)C1=CC=CC=C1C1=CC=C2N=C(NC2=C1)\C=C\C1=CC=C(C=C1)C(F)(F)F,Mavatrep
DB11543,FC1=CC=CC(Br)=C1NC1=NCCN1,Romifidine
DB12874,CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C=C2)C2=CN3C(SC4=C3C=CC(OCCN3CCOCC3)=C4)=N2)=NO1,Quizartinib
DB09225,CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12,Zotepine
DB12877,O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,Oxatomide
DB09226,ClC1=C(Cl)C(=CC=C1)N1CCN(CCCCOC2=CC=C3OCC(=O)NC3=C2)CC1,Brilaroxazine
DB11545,[H][C@@]1(C[C@H](O[C@@]2([H])CC[C@H](OC)[C@@H](C)O2)[C@@]([H])(O1)[C@]1(C)CC[C@@]([H])(O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@]([H])(O2)[C@@H](C)[C@]2([H])O[C@](O)(CC(O)=O)[C@@H](C)[C@H](O)[C@H]2OC)O1)[C@@]1([H])O[C@](C)(O)[C@H](C)C[C@@H]1C,Semduramicin
DB12876,COC1=C(Cl)C2=NC(=CC(O[C@@H]3C[C@@H]4N(C3)C(=O)[C@H](CCCCCCC[C@@H]3C[C@]3(NC4=O)P(O)(=O)CC3=C(F)C=CC=C3F)NC(=O)OC3CCCC3)=C2C=C1)C1=CSC(NC(C)C)=N1,GS-9256
DB09223,CCN1CCN(CC1)C1=NC2=C(CCCCCC2)C(=C1)C1=CC=C(F)C=C1,Blonanserin
DB12879,CN(CC#C)CC1=CC2=CC=CC=C2OC2=CC=CC=C12,Omigapil
DB09224,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,Melperone
DB11547,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(C)=C1Br,Sulfabromomethazine
DB12878,N[C@@H](CC(=O)C1=C(N)C=C(Cl)C=C1)C(O)=O,AV-101
DB09221,NCCC(=O)N1[Zn]OC(=O)[C@@H]1CC1=CN=CN1,Polaprezinc
DB09222, ,Fibrinogen human
DB11549,CCNC1(CCCCC1=O)C1=CC=CS1,Tiletamine
DB09220,[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1,Nicorandil
DB00891,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,Sulfapyridine
DB00892,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC,Oxybuprocaine
DB00890,[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1,Dienestrol
DB00895, ,Benzylpenicilloyl polylysine
DB09229,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)=O,Aranidipine
DB00896,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Rimexolone
DB00893, ,Iron Dextran
DB09227,COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)O[C@H]1CCN(CC2=CC=CC=C2)C1,Barnidipine
DB00894,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H],Testolactone
DB09228, ,Conestat alfa
DB00899,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,Remifentanil
DB00897,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,Triazolam
DB00898, ,Ethanol
DB12880, ,Interleukin-10
DB11551,[H][C@@]12CC[C@H](O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],Trenbolone
DB12882,COC1=CC=C(\C=C/C2=CC(OC)=C(OC)C(OC)=C2)C=C1NC(=O)[C@@H](N)CO,Ombrabulin
DB12881,OCC1=CNC2=CC=CC=C12,Indole-3-carbinol
DB12884,CN1N=C(CO)N=C1NCCCOC1=CC=CC(CN2CCCCC2)=C1,Lavoltidine
DB11552,CCOC(=O)C1=CC(N)=CC=C1,Tricaine
DB12883,C1CN(CCN1)C1=C2OCCOC2=CC=C1,Eltoprazine
DB11555,CN1N=C(C)C2=C1N(C)C(=O)CN=C2C1=CC=CC=C1F,Zolazepam
DB12886,FC1=CC(=CC(F)=C1CNC1CC2=CC=CC=C2C1)C1=CC=CC(=C1)C1=NNC=N1,GSK-1521498
DB11554,CC[C@H]1OC(=O)C[C@@H](OC(C)=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,Tylvalosin
DB12885,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NCC3=CC=CC(I)=C3)N=C(Cl)N=C12,CF-102
DB09236,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,Lacidipine
DB12888,CCS(=O)(=O)C1=CC=C2OC(=NC2=C1)C1=CC=C2C=CC=CC2=C1,Ezutromid
DB09237,CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC,Levamlodipine
DB11556,CC1=C(C)C(CC2=CN=CN2)=CC=C1,Detomidine
DB12887,CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O,Tazemetostat
DB09234,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OCC,Darodipine
DB09235,CC1=C(C(C2=CC=CC(=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1,Efonidipine
DB11558,CC1=CC=CC=C1,Toluene
DB12889,CC(C)(C)S(=O)(=O)N[C@H]1CC[C@@H](CC1)C(=O)NC1=NC=C(C=C1)C(F)(F)F,Velneperit
DB09232,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,Cilnidipine
DB09233,[H]N1C(C)=C(C(C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)OCC2COC3(CCN(CC3)C3=CC=C(Cl)C=C3)O2)=C1C)C(=O)OC,Cronidipine
DB09230,CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,Azelnidipine
DB09231,COC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(CC2=CC=CC=C2)C1,Benidipine
DB09238,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,Manidipine
DB09239,[H]N1C(C)=C([C@H](C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)OCCCN2CCC(CC2)(C2=CC=CC=C2)C2=CC=CC=C2)=C1C)C(=O)OC,Niguldipine
DB11560,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2,Lesinurad
DB12891, ,Ozanezumab
DB09240,[H]N1C(C)=C(C(C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)OCCOCCC)=C1C)C(=O)OCCOCCC,Niludipine
DB12890,OC1=C(O)C=C2[C@H]3[C@H](CCC2=C1)NCC1=CC=CC=C31,Dihydrexidine
DB11562,[H][C@]1(OC(=O)C2=C1C=CC1=C2OCO1)[C@@]1([H])N(C)CCC2=CC3=C(OCO3)C=C12,Bicuculline
DB12893, ,Sacituzumab govitecan
DB11561,NC1=C2C=CC=CC2=NC2=C1C=CC=C2,Aminacrine
DB12892,CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC=C(\C=C\C4=CN=C5C=CC=CC5=C4)C=C3)=CN2C)C=C1C(=O)NCCN1CCOCC1,MGB-BP-3
DB11564, ,Insulin argine
DB12895,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)N2C=C(N=N2)C2=CC=CC(F)=C2)[C@H](O)[C@H]([C@H]1O)N1C=C(N=N1)C1=CC(F)=CC=C1,TD-139
DB11563, ,Sebelipase alfa
DB12894,OC[C@H]1O[C@H](C[C@@H]1F)N1C=C(Cl)C(=O)NC1=O,Raluridine
DB12897,CC1=CC=C(CC2=CC3=C(N=CN([C@H]4CCCC[C@@H]4O)C3=O)C3=CC=CC=C23)C=N1,MK-7622
DB12896,CCOC1=C2N=CN([C@@H]3O[C@@H]4CO[P@@](=O)(OC(C)C)O[C@H]4[C@@]3(C)F)C2=NC(N)=N1,PSI-352938
DB09247,CC(C)NNC(=O)COC1=CC=C(Cl)C=C1,Iproclozide
DB11568, ,Insulin tregopil
DB12899,C1CN(CCN1C1=NC=CC=N1)C1=C(C=C(N=N1)C1=CC=CC=C1)C1=CC=NC=C1,TT-301
DB09248,CC(NN)C1=CC=CC=C1,Mebanazine
DB11567, ,Insulin peglispro
DB12898, ,Calcitonin eel
DB09245,CC1=CC(=CC=C1)N1CC(CO)OC1=O,Toloxatone
DB09246,CC(NNC(=O)C1=CC=CC=C1)C1=CC=CC=C1,Benmoxin
DB11569, ,Ixekizumab
DB09243,[H]N([H])N([H])C1=NN=C(C=C1)C(=O)N([H])[H],Hydracarbazine
DB09244,CC1=CC=C2N3CCNC4CCCC(=C34)C2=C1,Pirlindole
DB09241,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,Methylene blue
DB09242,COC1=NC(C)=NC(Cl)=C1NC1=NCCN1,Moxonidine
DB09249,CCCCCCC(C)NN,Octamoxin
DB09250,CC(CC1=CC=CC=C1)NN,Pheniprazine
DB11571, ,Human thrombin
DB09251,[H]N([H])N([H])C(C)COC1=CC=CC=C1,Phenoxypropazine
DB11570,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,Padimate O
DB11573,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],Aluminum chlorohydrate
DB11572, ,Thrombin alfa
DB11575,COC1=CC2=NC3=C(CCCCC[C@@H]4C[C@H]4OC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@]4(C[C@H]4C=C)C(=O)NS(=O)(=O)C4CC4)O3)C(C)(C)C)N=C2C=C1,Grazoprevir
DB11574,[H][C@]1(CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C)C1=NC=C(N1)C1=CC2=C(C=C1)N1[C@@H](OC3=C(C=CC(=C3)C3=CN=C(N3)[C@]3([H])CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)C1=C2)C1=CC=CC=C1,Elbasvir
DB11577,OS(=O)(=O)C1=CC2=C(N\C(C2=O)=C2\NC3=C(C=C(C=C3)S(O)(=O)=O)C2=O)C=C1,Indigotindisulfonic acid
DB11576,O=[Fe]O[Fe]=O,Ferric oxide
DB09258, ,Bemiparin
DB11579, ,Light Mineral Oil
DB09259, ,Reviparin
DB11578, ,Hard fat
DB09256,FC1=CN(C2CCCO2)C(=O)NC1=O,Tegafur
DB09257,OC1=CC(=O)NC=C1Cl,Gimeracil
DB09254,NC(=O)CN1CC2=CC=CC=C2OC1=O,Caroxazone
DB09255, ,Dextran
DB09252,[H]N(CC1=CC=CC=C1)N([H])C(=O)C(C)(C)C,Pivhydrazine
DB09253,CC(CCC1=CC2=C(OCO2)C=C1)NN,Safrazine
DB12831,CCOC(=O)C1=CC=C(OC(=O)CCCCCNC(N)=N)C=C1,Gabexate
DB12830,CN(C)[C@]1(CC[C@@]2(CC1)OCCC1=C2NC2=CC=C(F)C=C12)C1=CC=CC=C1,Cebranopadol
DB11502,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,Butacaine
DB12833,[H][C@]12CC[C@]([H])(C1)[C@]1([H])C(=O)N(CCCCN3CCN(CC3)C3=NC=CC=N3)C(=O)[C@]21[H],Tandospirone
DB11501,CCCCCCOC1=C2C=CC=CC2=C(C=C1)C(=N)N(CCCC)CCCC,Bunamidine
DB12832,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCCC3=CC=C(C=C3)N(CCCl)CCCl)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Prednimustine
DB11504,CCN(CC)CCOC(=O)C1(CCCC1)C1=CC=CC=C1,Caramiphen
DB12835, ,Olipudase alfa
DB12834,CC(O)CN1C(C)=NC=C1N(=O)=O,Secnidazole
DB12837,CC1=CC(C(=O)N[C@H]2CC[C@H](CC2)NC(=O)C2=C(OC3=CC(F)=C(F)C=C3)N=CC(F)=C2)=C(O)C=C1,UK-500001
DB11505,[H][C@]12SCC([C@@H]3CCCO3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,Cefovecin
DB12836,CCC1=NC2=C(C)N=C(C)C=C2N1C1=CC=C(CCNC(=O)NS(=O)(=O)C2=CC=C(C)C=C2)C=C1,Grapiprant
DB12839, ,Pegvaliase
DB11507,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)COC1=CC=CC(Cl)=C1,Cloprostenol
DB12838,ClC1=CC=C(SC2=C(Cl)C=C(Cl)C(Cl)=C2)C=C1,Tetrasul
DB12829,CC(=O)NC1=CC=C(\C=N\NC(N)=S)C=C1,Amithiozone
DB00851,CN(C)\N=N\C1=C(N=CN1)C(N)=O,Dacarbazine
DB00852,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,Pseudoephedrine
DB00850,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,Perphenazine
DB00855,NCC(=O)CCC(O)=O,Aminolevulinic acid
DB00856,OCC(O)COC1=CC=C(Cl)C=C1,Chlorphenesin
DB00853,CN1N=NC2=C(N=CN2C1=O)C(N)=O,Temozolomide
DB00854,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,Levorphanol
DB00859,[H][C@](N)(C(O)=O)C(C)(C)S,Penicillamine
DB00857,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,Terbinafine
DB00858,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C,Drostanolone
DB12840,CC1CCC2=C(C1)C1=C(OC2(C)C)C=C(C)C=C1OC(C)=O,Pirnabine
DB11511,CN1CCN(CC1)C1=C(F)C=C2C(=C1)N(C=C(C(O)=O)C2=O)C1=CC=C(F)C=C1,Difloxacin
DB12842, ,Pegamotecan
DB11510,[H][C@]1(CCC(=O)N1)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC,Deslorelin
DB12841, ,Glial growth factor 2
DB11513,[H]N(C(=O)OCC(CN1CCCCC1)OC(=O)N([H])C1=CC=CC=C1)C1=CC=CC=C1,Diperodon
DB12844, ,Rontalizumab
DB11512,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)CO,Dihydrostreptomycin
DB12843,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H]([C@H](C[C@]43O)OC(C)=O)C3=CC(=O)OC3)C2)O[C@@H](C)[C@@H]1O,Oleandrin
DB12846,CN1C2=C(N(CCCNCC(O)C3=CC(O)=CC(O)=C3)C=N2)C(=O)N(C)C1=O,Reproterol
DB12845, ,Amatuximab
DB11517,CCC1=CC2=C(SC3=CC=CC=C3N2CC(C)CN(C)C)C=C1,Etymemazine
DB12848,OCCN1C=C(C=N1)C1=CN=C2N=NN(CC3=CC4=CC=CN=C4C=C3)C2=N1,PF-04217903
DB11516,[H]C(C([H])=C([H])C1=[N+](CC)C2=CC=CC=C2S1)=C([H])C([H])=C1SC2=C(C=CC=C2)N1CC,Dithiazanine
DB12847,ONC(=O)CCCCCCC(=O)NC1=CN=CC=C1,Pyroxamide
DB11519,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)COC1=CC=CC(=C1)C(F)(F)F,Fluprostenol
DB11518,CC1=C(C=CC=C1NC1=C(C=CC=N1)C(O)=O)C(F)(F)F,Flunixin
DB12849, ,Clazakizumab
DB11509,[Cu++].NCC([O-])=O.NCC([O-])=O,Cupric glycinate
DB00862,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,Vardenafil
DB00863,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,Ranitidine
DB00860,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Prednisolone
DB00861,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,Diflunisal
DB00866,CC(C)NCC(O)COC1=CC=CC=C1CC=C,Alprenolol
DB00867,C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1,Ritodrine
DB00864,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,Tacrolimus
DB00865,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,Benzphetamine
DB00868,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,Benzonatate
DB00869,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,Dorzolamide
DB11520,[H][C@@]12OC3(O[C@]1([H])[C@H](O[C@]1([H])[C@@H](O)[C@H](N)C[C@H](NC)[C@H]1O)O[C@H](CO)[C@@H]2O)O[C@]([H])([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]3O,Hygromycin B
DB12851, ,Miravirsen
DB12850,CCCC1=C(OCCCOC2=CC(O)=C(C=C2CC)C2=CC=C(F)C=C2)C=CC=C1OC1=CC=CC=C1C(O)=O,Etalocib
DB11522,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@]([H])(O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Isoflupredone
DB12853,COC1=CC(N)=C(Cl)C=C1C(=O)NCC1CCN(CCCN2C=CN=N2)CC1,DA-6886
DB11521,O=C(NC1=CC=CC(=C1)C1=NCCN1)NC1=CC=CC(=C1)C1=NCCN1,Imidocarb
DB12852,OC(=O)CC[C@H]1CC[C@@](CC1)(C1=C(F)C=CC(F)=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,MK-0752
DB09203,CNCC(O)C1=CC=C(O)C=C1,Synephrine
DB12855,NC1=NC(=O)N(C=C1)[C@H]1CO[C@@H](CO)S1,Apricitabine
DB09204,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O,Arotinolol
DB12854,COC(=O)NC1=NC2=CC(=CC=C2N1)C1(O)N(C(=O)C2=CC=CC=C12)C1=CC(Cl)=CC=C1C,BMS-908662
DB09201,CC1(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)CCCCC1,Ciglitazone
DB11526,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC(=CS3)C3=CN=CC=C3)=C2)CC1,Masitinib
DB12857,C[C@@H]1CN(CCN1C1=CN=C(C=N1)C(C)(C)O)C1=NN=C(CC2=CC=CC=C2)C(C)=C1C,NVP-LEQ-506
DB09202,[H]N1CCN=C1COC1=CC=CC=C1C1CC1,Cirazoline
DB11525,N.[H][C@@](C)([C@@]1([H])O[C@@]2(CC[C@](C)(O2)[C@@]2([H])CC[C@](C)(O2)[C@]2([H])O[C@]([H])(C[C@]2([H])O[C@]2([H])C[C@]([H])(OC)[C@@]([H])(OC)[C@]([H])(C)O2)[C@@]2([H])O[C@](C)(O)[C@]([H])(C)C[C@]2([H])C)C[C@]([H])(O)[C@@]1([H])C)[C@]1([H])O[C@](O)(CC(O)=O)[C@@]([H])(C)[C@]([H])(OC)[C@@]1([H])OC,Maduramicin
DB12856,OC(=O)C1CSCN1,Timonacic
DB11528,NCCS[As](SCCN)C1=CC=C(NC2=NC(N)=NC(N)=N2)C=C1,Melarsomine
DB12859, ,Tantalum
DB09200,COC1=CC=C2N=C(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)N(C)C2=C1,Rivoglitazone
DB12858,CC(C)(CC1=CC=C(OC2=CC=C(C=N2)C(N)=O)C=C1)NC[C@H](O)COC1=CC=CC2=C1C1=C(N2)C=CC=C1,LY-377604
DB11529,[H][C@@]12CC(=C)[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,Melengestrol
DB00870,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,Suprofen
DB09209,[H][C@@]12OC3=C(OCCN4CCOCC4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Pholcodine
DB09207,[H]N(C)C1=C(Br)C=C(C(=O)N([H])[C@@H]2CN(C)CCN(CC)C2)C(OC)=C1,AS-8112
DB00873,[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Loteprednol
DB00874,COC1=CC=CC=C1OCC(O)CO,Guaifenesin
DB09208, ,Pegloticase
DB00871,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,Terbutaline
DB09205,CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1,Moxisylyte
DB00872,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,Conivaptan
DB09206,COC1=CC2=C(N=C(N=C2N)N2CCN(CC2)C(=O)OCC(C)(C)O)C(OC)=C1OC,Trimazosin
DB00877,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,Sirolimus
DB00878,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,Chlorhexidine
DB00875,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,Flupentixol
DB00876,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O,Eprosartan
DB00879,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,Emtricitabine
DB12860, ,Actinium
DB11531,[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C)O5)O4)OC(=O)[C@]([H])(C=C(C)\C1=N\O)[C@@]23O.[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@H](C[C@]5(CC[C@H](C)[C@@H](CC)O5)O4)OC(=O)[C@]([H])(C=C(C)\C1=N\O)[C@@]23O,Milbemycin oxime
DB12862, ,Glucose Oxidase
DB11530,[H][C@]12C[C@H](OC)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,Metoserpate
DB12861,CC1=CC(=C(C=C1C(=O)NC(N)=N)S(C)(=O)=O)S(C)(=O)=O,Rimeporide
DB12864,NC1=NC(NC2=CC=C(C=C2)[As]2SCC(CO)S2)=NC(N)=N1,Melarsoprol
DB12863,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1C(=O)NCC(O)=O,Sivelestat
DB09214,[H][C@@](C)(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,Dexketoprofen
DB12866,OC(=O)C[C@H]1CC[C@@H](CC1)C1=CC=C(C=C1)C1=NC=C(NC2=CN=C(C=C2)C(F)(F)F)C=C1,Pradigastat
DB09215,CN1C2=C(OC(=O)N(C2=O)C2=CC=CC=N2)C2=CC=CC=C2S1(=O)=O,Droxicam
DB11534,CCCCCl,Butyl chloride
DB12865,C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O,Etelcalcetide
DB09212,CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1,Loxoprofen
DB11537,[H][C@@](NC(=O)[C@@H]1C[C@H](CC)CCN1)([C@H](C)Cl)[C@@]1([H])O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Pirlimycin
DB12868,CN(C)CCCNC1=NC=C(C)C2=C1C1=C(N2)C=CC2=CC(O)=CC=C12,Intoplicine
DB09213,CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O,Dexibuprofen
DB12867,OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,Benperidol
DB09210,NC(=O)CN1CCCC1=O,Piracetam
