target,drug,label
O15439,DB08022,0
P23975,DB08918,1
O76083,DB11953,1
P35348,DB00502,1
Q9Y2Z4,DB06883,0
Q8WY07,DB07928,0
P39805,DB07559,0
P06608,DB14544,0
P28066,DB02217,0
P08908,DB08810,1
P08913,DB00656,1
P80357,DB00758,0
Q96RI1,DB00830,0
Q96NR8,DB06229,0
Q72JD8,DB04233,1
P52732,DB11671,1
Q9ULX7,DB03854,1
Q9UBQ6,DB12314,0
Q9UN88,DB00463,1
P00167,DB12962,0
Q92731,DB00481,1
P17787,DB00657,1
P60355,DB08512,0
P00722,DB02228,1
Q13564,DB00255,0
P31949,DB02482,1
Q9HD40,DB16580,0
P0DJD9,DB00364,1
P00519,DB08043,1
P35499,DB00273,1
P31645,DB00656,1
Q07343,DB03349,1
Q16790,DB00774,1
P18031,DB08549,1
Q5SIH3,DB07289,0
P47869,DB00909,1
P43119,DB05229,1
Q16206,DB09481,0
O75469,DB14001,1
P14598,DB00514,1
P07478,DB01973,1
P22694,DB02887,0
P0A789,DB18307,0
P35968,DB05984,1
P60174,DB03026,1
P23378,DB03812,0
P0AET8,DB03834,0
P62508,DB07485,1
P10589,DB00539,0
P18505,DB04788,0
Q8VVD2,DB02722,1
Q13233,DB12010,1
P14598,DB12145,0
P08913,DB11278,1
P42971,DB00355,1
P08588,DB01158,1
O14735,DB04646,0
P0A1X2,DB00754,0
P0A6V7,DB00584,0
P40926,DB01162,0
Q92876,DB04396,0
Q59288,DB03389,1
P0AC13,DB01298,1
P12461,DB02223,1
P17405,DB07875,0
Q04416,DB03135,0
P45877,DB12417,0
P56220,DB01992,1
Q13075,DB00734,0
Q8IUR0,DB00323,0
Q02779,DB08666,0
O14763,DB04672,0
P04252,DB11829,0
P41180,DB18268,1
O94804,DB01958,0
Q32MK0,DB03818,0
P18505,DB09118,1
P21283,DB01694,1
P27708,DB08336,0
Q06033,DB00235,0
P21408,DB01410,0
O60885,DB03064,0
Q7MUW6,DB01734,0
P0A3S0,DB04408,1
P16444,DB01043,0
Q15080,DB03993,0
Q05329,DB03413,0
P60844,DB03152,1
P14416,DB09224,1
O76083,DB07954,1
P31644,DB09118,1
D6R448,DB06843,0
Q92570,DB00833,0
P15056,DB03306,0
P05093,DB05812,1
P15917,DB11815,0
P18031,DB07651,1
P07550,DB09185,1
Q16206,DB04915,1
P37321,DB04498,0
P14867,DB15490,1
P01270,DB03309,0
Q9HU22,DB04485,1
Q9X0D0,DB02738,0
Q99714,DB00157,1
Q02127,DB07842,0
P53350,DB06530,0
Q04759,DB12369,1
Q86UE8,DB12440,0
Q05397,DB13060,1
P00918,DB09472,1
Q01118,DB09345,1
P18314,DB00551,1
P48736,DB04216,1
P17676,DB04216,1
Q15080,DB07611,0
Q9Y6B6,DB04470,0
Q9NY59,DB07268,0
P06875,DB07331,1
Q9Y243,DB14982,1
P35228,DB16768,0
P34903,DB00475,1
P01009,DB00147,0
P08620,DB04281,0
P9WQN9,DB08558,1
P19938,DB07896,0
Q14353,DB02751,1
P18825,DB01069,1
P31644,DB01558,1
Q72JJ3,DB03147,1
Q84FH6,DB03623,0
P83798,DB06976,0
Q9Y2I1,DB15133,1
P21918,DB00334,1
O14764,DB13643,1
Q92731,DB13310,1
P08235,DB04630,1
P23219,DB11079,1
P04839,DB15450,0
P35228,DB12446,0
P9WIL5,DB02335,0
P30968,DB05624,1
P28335,DB00247,1
Q9NZK7,DB01955,1
P00915,DB00774,1
P9WIL5,DB02596,1
P36544,DB01353,1
P09012,DB02175,1
P28845,DB14875,1
O00141,DB02016,0
P22888,DB00338,0
Q8N1C3,DB01236,1
P31644,DB13872,1
P0AD65,DB00671,1
P07339,DB08740,1
Q59961,DB03560,0
P51168,DB00594,1
P45563,DB04008,0
P37063,DB01589,0
P46734,DB07627,0
O00591,DB01107,1
P48764,DB08818,0
P14060,DB01631,0
Q7SID9,DB12319,0
P00480,DB11259,0
P00746,DB00654,0
P30989,DB01415,0
P23378,DB11772,0
Q9ULU8,DB11093,1
P06310,DB00128,0
P69905,DB13120,1
P29475,DB08018,1
O95168,DB02114,0
P06971,DB13064,0
P0A884,DB02883,0
Q02641,DB09231,1
P07108,DB01992,1
Q9NS40,DB01177,0
P11217,DB08151,1
P14193,DB02798,1
P12996,DB06508,0
P21397,DB01171,1
Q04771,DB00171,1
P05091,DB00157,1
P19525,DB12007,0
Q9UI33,DB00243,1
P04190,DB11679,0
Q9NWZ5,DB03685,1
O76074,DB06246,1
P43088,DB11660,1
Q02641,DB00252,1
Q96I99,DB12827,0
P0A7V8,DB08552,0
P01023,DB02569,0
P0C0Y8,DB02229,0
P04035,DB01992,1
P00183,DB01826,1
Q9HAZ1,DB02665,0
Q9Y4K4,DB00534,0
P24941,DB08138,1
P29474,DB00360,1
P23975,DB07146,0
P38606,DB06734,1
P0A2K1,DB07952,1
D2YW37,DB04177,0
P18031,DB03483,1
O15264,DB12818,0
Q08698,DB03222,1
P47869,DB01068,1
P15121,DB08000,1
P05120,DB00484,0
P04626,DB11963,1
P77836,DB03419,1
Q8N1C3,DB13335,1
P16184,DB03987,1
P9WFF7,DB12345,0
P21554,DB14737,1
P26440,DB15401,0
P35228,DB14649,1
P17252,DB08846,1
Q701N4,DB04288,0
P04637,DB08363,1
P35348,DB00934,1
P9WJJ7,DB04783,0
Q13547,DB12271,0
P41143,DB06204,1
P30874,DB13925,1
P14416,DB00334,1
Q9Y230,DB00795,0
Q8GGK7,DB02510,0
P06276,DB14006,1
P11166,DB02709,1
Q92934,DB16098,0
P0AGJ9,DB12302,0
P34903,DB13837,1
P42593,DB04807,0
P0A6D3,DB02443,0
P42593,DB12671,0
P01857,DB08562,1
P0A733,DB08376,0
O43451,DB03206,1
P40763,DB07491,0
Q99928,DB00404,1
Q05586,DB01173,1
P11684,DB04938,0
P43657,DB03343,0
Q2LU76,DB00364,0
Q96QT4,DB04447,1
Q9Y2H9,DB02779,0
P08692,DB03289,1
P40406,DB16703,0
P53396,DB11936,1
O60931,DB00138,1
P05412,DB00852,1
Q60FT7,DB02751,0
Q02218,DB00313,1
Q13547,DB12291,1
P34897,DB08327,0
Q6NXR0,DB00869,0
P19793,DB00132,1
Q13163,DB03525,0
O00591,DB01553,1
P29475,DB01990,0
P08912,DB09271,1
P07098,DB06586,1
P28472,DB00431,1
Q8WVQ1,DB03486,1
P08908,DB00866,1
P43133,DB01935,1
P35579,DB04215,0
P23415,DB00228,1
Q9Y6Y9,DB12302,0
P14416,DB00363,1
P80404,DB03940,1
Q99928,DB01589,1
P37231,DB08560,1
Q53ET4,DB00114,1
P51570,DB04395,1
P00734,DB01125,1
P52333,DB12566,1
P35749,DB07215,0
Q9HYX1,DB01871,0
Q4W8W1,DB02092,0
O60656,DB04552,1
P11511,DB08905,1
P08908,DB09244,1
Q9H2S1,DB02947,0
P98170,DB02628,1
P47869,DB12537,1
Q9BPZ7,DB12812,1
O15530,DB12986,0
O60674,DB15294,1
P17302,DB08429,0
P00490,DB07243,0
Q96EB6,DB14002,0
P12268,DB01024,1
Q02818,DB07760,0
P08908,DB00960,1
Q14524,DB00750,1
Q02108,DB06529,0
P11511,DB01006,1
P21728,DB00477,1
P52895,DB08539,0
O75116,DB08162,1
O75891,DB00116,1
P22629,DB12623,0
P40925,DB02327,0
Q15858,DB03212,0
P28702,DB00210,1
P0A6L0,DB04753,0
P04179,DB02622,0
P0A7Z3,DB12154,0
P43876,DB03542,0
P11409,DB01774,0
P11226,DB03879,1
P06653,DB13912,0
P11217,DB08500,1
P34913,DB06345,1
Q13188,DB04346,0
P14927,DB07146,0
O43525,DB06506,0
P05653,DB07857,0
Q86W47,DB01054,1
P78368,DB16319,0
Q92731,DB00255,1
P45568,DB04795,0
O07347,DB02215,0
Q8GGK7,DB00977,0
Q99466,DB12050,1
P9WNH5,DB15096,0
Q9Y243,DB11969,1
P03372,DB14969,1
P11217,DB02720,1
Q93D82,DB04777,1
P0AB71,DB06954,0
P32929,DB04217,1
Q9Y2Z4,DB16756,0
P0A745,DB02540,0
Q16864,DB04715,0
P49773,DB07849,0
Q8WX39,DB06521,0
Q9UBC3,DB11970,0
P35368,DB01403,1
P08100,DB01646,1
P25553,DB08599,0
P21333,DB07398,0
P00101,DB06154,0
P20701,DB08860,1
P22513,DB02205,1
Q14416,DB00495,0
P46926,DB03951,1
P20248,DB02407,1
P29717,DB04396,0
P18548,DB04074,1
P13569,DB06266,1
Q05586,DB11937,1
P35527,DB11736,0
P18825,DB11477,1
P78334,DB13643,1
P0AFK9,DB03566,1
Q8ZKF6,DB02480,0
P28472,DB00312,1
Q2M2I8,DB12010,1
P02918,DB00438,1
P35869,DB08624,1
Q9BRS2,DB12010,1
P0C0Y9,DB04147,1
P11217,DB18767,0
P21397,DB13550,1
P27487,DB15323,1
P22303,DB11521,1
P35348,DB00246,1
Q9NYR8,DB07215,0
Q99814,DB15463,1
P17752,DB07049,0
P0AFI7,DB02844,0
P35556,DB11348,1
P56690,DB00408,0
P29274,DB01412,1
P08373,DB03319,0
Q99653,DB11093,1
Q6GI75,DB00125,0
Q13639,DB00715,1
Q9NR96,DB01611,1
P14550,DB06580,0
Q9Y6J6,DB04699,0
P11586,DB13781,0
O15439,DB14499,0
O00418,DB11817,0
P28223,DB01175,1
P52700,DB01123,0
P08100,DB01002,0
P30939,DB12540,1
P0A9P4,DB04405,0
Q13938,DB00996,0
P18507,DB02530,1
Q15120,DB04605,0
Q9UKQ2,DB08733,1
O14757,DB04462,1
P19634,DB16704,0
Q8TDS4,DB08949,1
P20339,DB01268,0
Q88CZ6,DB11273,0
P11802,DB16218,1
P00450,DB09088,0
P28720,DB08512,1
Q16790,DB14086,1
O95139,DB12180,0
P25963,DB04518,0
P17735,DB00142,1
P54289,DB12032,1
P22340,DB01767,0
P14416,DB18794,1
Q9Y5Y4,DB11629,1
P0CG48,DB11892,0
P0ABF6,DB01616,0
P12758,DB19283,0
P54820,DB14917,0
P26221,DB07653,0
O00238,DB01303,0
P62955,DB11148,1
Q8IWL2,DB01246,0
P14867,DB00395,1
P0A433,DB03822,1
Q969G6,DB07509,0
P31644,DB01489,1
P30038,DB06906,0
P28223,DB01454,1
P22314,DB15275,0
Q05586,DB00843,1
Q9UNQ0,DB01472,0
O00305,DB11148,1
P17213,DB04524,0
P07477,DB03373,1
Q15843,DB17832,0
P42263,DB01356,1
Q16644,DB11831,0
P28221,DB13520,1
P42971,DB08164,0
P00807,DB02642,1
Q84EX5,DB02035,0
P03951,DB19088,1
P07173,DB14502,0
P17658,DB01110,1
P37058,DB00157,1
P25100,DB00268,1
Q8WXS5,DB13746,1
P43876,DB02363,1
Q9NXA8,DB07075,0
P02679,DB08327,0
Q9BPV8,DB07723,0
P07515,DB01695,0
Q47PU3,DB12929,0
Q9HYN5,DB03867,0
P42262,DB01354,1
P21728,DB05271,1
Q14697,DB04317,0
Q00653,DB05767,1
P00918,DB00391,1
P51692,DB11268,0
P12931,DB03217,1
P07024,DB00195,0
P10614,DB12228,0
P40394,DB00157,1
P15917,DB07556,1
Q96L42,DB08231,0
P30411,DB00383,0
Q9Y5Y4,DB00605,1
Q15942,DB03870,0
P31040,DB03603,0
P08243,DB06820,0
P50613,DB04072,0
P13726,DB00402,0
Q9NY56,DB04200,0
P31677,DB03435,1
Q16654,DB00755,1
P08588,DB00521,1
Q46730,DB01889,0
Q14524,DB01429,1
P17612,DB01940,1
P23975,DB00852,1
P0A6I8,DB01683,0
P50740,DB02215,0
Q9BQE3,DB01873,1
P0A884,DB04447,1
P53350,DB15110,1
P06129,DB04233,1
P14780,DB00143,1
P30626,DB07476,0
P00519,DB11904,1
Q08499,DB13029,1
P0A3D9,DB03735,0
P08588,DB01064,1
O43681,DB14636,0
Q9KIE5,DB08521,0
P28072,DB16737,0
P05186,DB16879,0
P44725,DB00549,0
P80561,DB03967,0
P39593,DB01991,0
P62955,DB00622,1
O43837,DB17097,1
P40926,DB02378,0
P50618,DB00203,0
P9WK17,DB01016,0
P35348,DB06706,1
P15813,DB06964,0
O75911,DB04343,0
P36542,DB07394,1
O60911,DB02869,1
Q06278,DB00298,0
Q7L5N7,DB16607,0
P01303,DB07242,0
Q9Z4P0,DB08741,0
P49767,DB09211,0
P33260,DB08181,0
P02708,DB09221,0
P08100,DB01728,1
P00915,DB00880,1
P68826,DB11912,1
P23526,DB03769,1
O00591,DB14028,1
Q9UKM7,DB03206,1
Q13555,DB06616,1
P35869,DB02052,1
P50406,DB00334,1
Q14957,DB00145,1
P22303,DB00981,1
P46736,DB03479,0
P08581,DB02113,0
P43702,DB01059,1
P51151,DB08461,0
P01011,DB14533,1
Q56310,DB02524,1
P0A6K3,DB04310,1
P21397,DB09245,1
O15554,DB06280,1
P18089,DB00726,1
Q8WW43,DB18632,0
P32169,DB08729,0
P14867,DB00474,1
O66145,DB00495,0
P00734,DB01766,1
P53611,DB07841,1
Q8NEB9,DB12395,0
P52700,DB07380,0
Q92769,DB11830,1
Q14524,DB09009,1
P35408,DB12836,1
P23415,DB08510,0
Q27743,DB02401,1
P14415,DB09020,1
O94788,DB02685,0
Q46604,DB13421,0
P47901,DB07357,0
P47228,DB04281,0
P35968,DB08896,1
P08173,DB06702,1
P20061,DB00200,1
P43700,DB04230,0
P01303,DB12290,0
Q02127,DB04583,1
P10613,DB03383,1
Q7SIE2,DB00919,0
P14867,DB00228,1
Q92731,DB13869,1
O60391,DB00624,0
P20248,DB08241,1
P29274,DB00358,1
P16442,DB00343,0
P10943,DB01938,1
P21912,DB02142,0
O75636,DB15027,0
P08164,DB08560,0
P00403,DB01375,0
P01859,DB07329,1
P84147,DB07215,0
P29350,DB03066,0
P05771,DB14001,1
Q13547,DB05223,1
P0A953,DB08628,1
O60513,DB00141,1
P26827,DB11829,0
P15309,DB03577,1
P33038,DB08845,0
P40145,DB03891,0
Q16659,DB02587,1
P39646,DB06728,0
P83791,DB00753,0
P08164,DB05966,0
Q9Y2D0,DB00562,1
Q8N8N7,DB01356,0
P55789,DB02800,0
P18031,DB15588,1
Q15822,DB00122,1
P25021,DB00272,1
P02919,DB01598,1
P56282,DB02165,0
P35368,DB09286,1
P14416,DB06148,1
P00807,DB02797,1
P15121,DB08449,1
P72181,DB03317,1
P16860,DB01725,0
P28222,DB01392,1
P02689,DB00953,0
Q13426,DB08643,0
Q08499,DB12812,0
P21731,DB01933,0
P00323,DB14499,0
Q8P9V9,DB11858,0
P0A733,DB13020,0
O43570,DB07050,1
P17169,DB00377,0
Q70Z44,DB13171,0
P28222,DB00543,1
P02974,DB11900,0
Q92523,DB09332,0
P06493,DB07853,0
P9WNX1,DB07312,0
P48039,DB08190,1
P28482,DB05016,0
P35527,DB14533,1
P28335,DB12290,1
Q92993,DB00440,0
P0A7Z3,DB01981,0
Q8TF76,DB07698,1
Q92542,DB12819,1
P0A6K3,DB01942,1
Q9Y5N1,DB12900,1
P43702,DB06771,1
P43166,DB06841,0
Q13627,DB02402,0
P21638,DB01124,0
P31644,DB09017,1
P07900,DB07324,1
P14867,DB01483,1
P12758,DB07539,0
P09211,DB02717,0
P0A6M2,DB02001,0
P36507,DB16107,0
P00918,DB14086,1
O00408,DB13004,0
P13945,DB08893,1
P09848,DB02471,1
P9WNH5,DB03283,0
Q9H4B4,DB12010,1
P30101,DB12441,0
O68600,DB00135,0
Q02641,DB00308,1
P9WGV3,DB04669,0
P27361,DB00605,1
O95259,DB00228,1
P30542,DB00277,1
Q9AIU0,DB00863,0
P51681,DB04326,0
P08263,DB02486,1
P00491,DB02230,1
Q99884,DB01742,0
Q9UM07,DB15494,0
Q9HZZ3,DB03199,0
P02671,DB02121,0
P0AE18,DB07305,1
Q15910,DB07516,0
P10275,DB01608,1
Q9F6D4,DB12446,0
P07333,DB02237,0
Q9UKE5,DB11706,0
Q7WUJ1,DB01280,0
O00591,DB09118,1
P9WIL5,DB01263,0
Q9UM73,DB12130,1
P00918,DB00482,1
P47870,DB12404,1
P00973,DB02987,1
P56817,DB07734,1
P16444,DB01356,0
O34714,DB15665,0
P41022,DB08180,0
P78330,DB14487,1
P04035,DB08860,1
Q03393,DB08613,0
B7JA91,DB14980,0
Q9UBN7,DB01975,0
P78334,DB01545,1
P0A333,DB16279,0
Q60FT7,DB00367,0
O00255,DB18515,1
P28070,DB03113,0
P47895,DB00157,1
Q9WYA5,DB08711,0
P27487,DB01076,1
P02818,DB03847,1
P43405,DB14770,1
P05451,DB00240,0
P28335,DB01239,1
P11388,DB06263,1
P13637,DB00724,0
O15552,DB02044,0
P26602,DB03174,0
P11387,DB17385,1
A0A0H2WWQ9,DB04147,1
P23946,DB02408,0
Q6QNK2,DB01327,0
Q8NFJ5,DB05116,0
Q96PY6,DB07030,0
Q7Z3S7,DB11148,1
P35579,DB08799,0
P25440,DB01822,0
Q9NPD8,DB12061,0
P21397,DB01626,1
Q92769,DB07553,1
P42263,DB13146,1
Q701N4,DB03361,0
P31644,DB00683,1
P11362,DB08193,0
P63252,DB00243,1
Q02218,DB09092,1
P28472,DB01189,1
P9WHT9,DB14805,0
Q9BVA1,DB02818,0
Q9X0L5,DB02578,0
Q01718,DB03233,0
P00747,DB07158,0
P48506,DB16707,0
O60678,DB02060,0
P56220,DB03134,1
Q94655,DB08220,0
Q05655,DB04376,1
P31391,DB14975,0
P21397,DB00805,1
P00813,DB02472,1
P47901,DB04687,0
P53779,DB08026,1
P34969,DB00434,1
Q03736,DB00543,0
Q9WYV8,DB03095,0
P19652,DB02461,0
A0R559,DB06201,0
P21728,DB00568,1
P10415,DB01229,1
Q88K39,DB04107,0
Q06124,DB01964,0
P35968,DB08009,1
Q72LA4,DB08689,1
P48039,DB00319,0
P24941,DB02963,1
Q04782,DB04789,0
P0A9D2,DB13312,0
P41594,DB04256,1
P10635,DB04122,0
Q9Y2K2,DB03542,0
P0AG59,DB14805,0
P35968,DB06626,1
P00918,DB03877,1
Q52WX2,DB16629,0
P22694,DB01684,0
Q26609,DB03886,0
Q59643,DB02986,0
Q06187,DB01863,1
Q12879,DB01174,1
Q60FT7,DB01524,0
Q7SID9,DB00240,0
P04792,DB04683,0
Q5JTZ9,DB00354,0
P25774,DB07589,1
P9WPP7,DB08761,1
Q9Y243,DB01170,0
Q92731,DB03947,0
O15342,DB06717,0
P30939,DB00715,1
Q8N1C3,DB01544,1
Q9RUZ0,DB03727,0
P0ACC1,DB05966,0
A0A0H3JWX6,DB04544,0
O14521,DB00756,1
P01848,DB15192,0
P07550,DB12752,1
Q93LD7,DB04643,0
P30084,DB04117,1
P32396,DB03522,0
Q53ET4,DB03598,0
P00915,DB04665,1
P45984,DB16995,1
Q8TAE7,DB01110,1
O60733,DB06741,0
P25101,DB06199,1
Q16658,DB14995,1
Q96QU6,DB03214,1
O15530,DB07300,1
Q96A70,DB08532,0
P61925,DB08162,1
P05102,DB14575,0
P47869,DB01589,1
O00305,DB09089,1
P04150,DB04630,1
P23975,DB09185,1
P04150,DB14583,1
P02585,DB03005,0
Q02192,DB01120,0
Q96QU6,DB07115,0
Q8AAK6,DB02505,0
O00591,DB15489,1
P17612,DB07859,1
P18089,DB05492,1
Q14957,DB01520,1
Q14624,DB02466,0
Q07412,DB02857,0
Q9P2N6,DB03878,0
A0A0H3K1U2,DB03169,1
P22309,DB03384,0
O95622,DB00308,0
O94925,DB12341,0
P10415,DB12843,1
P50591,DB04743,1
Q8WW43,DB12005,1
Q9HU22,DB04092,0
P04054,DB02448,1
P43166,DB00972,0
P83797,DB03183,0
Q07020,DB00912,0
P20248,DB08694,1
Q8DP79,DB08523,1
P17413,DB00835,0
P18825,DB01576,1
Q02763,DB13005,1
P45983,DB07272,1
P30749,DB08867,0
Q9UK17,DB00953,0
P63098,DB06728,0
O00591,DB00690,1
P0C002,DB11782,0
Q8TCU5,DB01520,1
P06864,DB12557,0
P23280,DB03260,1
P17612,DB07858,1
P06732,DB13191,1
O95954,DB03256,1
P14416,DB00915,1
P35368,DB00715,1
Q99835,DB15463,0
Q9P2E9,DB15382,0
Q9H239,DB00685,0
Q96L12,DB06127,0
P42685,DB15035,1
P02788,DB04052,0
O60294,DB00779,0
P05112,DB02624,0
Q9BW91,DB02420,0
Q07806,DB04888,0
P0A2K1,DB07953,1
P31644,DB01352,1
Q9NY72,DB00907,1
P00915,DB09460,1
P09525,DB14783,0
Q16348,DB00415,1
Q9UBN7,DB02546,1
Q820S6,DB15187,0
A0A0H2WWQ9,DB08235,0
P9WIL5,DB01930,1
P0C0Y8,DB08215,1
P21980,DB04315,1
P12995,DB02725,1
P12004,DB17385,0
Q9UKG9,DB08263,0
P11388,DB00694,1
Q93EK7,DB04953,0
Q16236,DB00609,1
P35232,DB15496,1
P35030,DB05412,0
P12104,DB02541,0
P49662,DB06255,1
Q9X266,DB19257,0
P35348,DB06707,1
P10745,DB11948,1
Q03013,DB11811,0
Q06528,DB08140,0
P02778,DB04487,1
P02790,DB03499,0
Q9U8D3,DB18782,0
P04080,DB06347,0
P28845,DB08277,1
P10092,DB00913,0
P21918,DB09097,1
P0A334,DB07416,1
Q8WUI4,DB02524,0
P28335,DB00334,1
P80365,DB14543,1
P10721,DB01962,1
P00101,DB03317,1
P00533,DB16834,0
P29274,DB08770,1
Q13547,DB06819,1
P47870,DB01567,1
P0A079,DB03509,0
Q84EX5,DB04784,1
P00929,DB14528,0
Q820T1,DB07429,1
Q96S86,DB14889,0
P49759,DB06782,0
Q9UF33,DB12010,1
Q02221,DB02659,1
P47870,DB05087,1
P42336,DB15275,1
P01024,DB02658,0
Q99643,DB02558,0
P05129,DB08685,0
Q03181,DB02746,1
O60493,DB15949,0
P07014,DB03039,0
P30197,DB08761,0
P23280,DB00562,1
P43005,DB00128,1
P06732,DB00148,1
Q9HBH9,DB00449,0
Q9NYP7,DB00287,0
P71119,DB02772,1
P19021,DB04150,1
P43700,DB09047,1
P15259,DB09286,0
Q5SHR6,DB07228,0
Q9NTG7,DB04216,0
P39300,DB05513,0
P34903,DB01558,1
Q9WXV1,DB17578,0
P82599,DB03107,0
Q16740,DB03297,0
P29498,DB03074,0
P46976,DB04452,0
P0A333,DB12883,0
P01593,DB06925,0
Q92542,DB04252,0
P28482,DB01169,1
O60840,DB00273,1
O75469,DB01174,1
P30542,DB06471,1
Q14500,DB00243,1
O00206,DB08006,0
O95718,DB08108,0
P26514,DB03389,1
Q969I3,DB15157,0
Q93RD8,DB17060,0
P27815,DB03606,1
Q14032,DB00218,0
Q51911,DB00788,1
B7JA91,DB07075,0
P0AB87,DB12863,0
P09874,DB02669,1
Q07699,DB13269,1
P41231,DB04983,1
Q16539,DB06518,1
P06744,DB02076,1
O43915,DB03703,0
P35348,DB01614,1
P35858,DB07835,0
P06968,DB17046,0
P34896,DB03369,0
P14210,DB07072,0
Q15493,DB16193,0
Q13233,DB01558,0
P00326,DB02249,1
Q92731,DB06927,1
P30419,DB03549,0
Q9HVZ0,DB07714,0
P49913,DB02345,1
P21439,DB14068,1
P16233,DB07662,0
P10909,DB14533,1
P08779,DB07384,0
P30988,DB05412,0
P35348,DB01136,1
P11021,DB08461,0
P17752,DB16148,0
P50391,DB00340,0
P30920,DB03323,1
Q01959,DB01161,1
P0A2Y7,DB08418,0
P0DM80,DB03758,1
Q01082,DB03706,0
Q02763,DB03953,0
Q15788,DB07198,1
P36871,DB07310,0
Q52WX2,DB00561,0
P29274,DB11757,1
O60706,DB00222,1
P0A6V7,DB02090,0
P01556,DB14065,0
Q9P0J0,DB18773,1
P66010,DB04590,0
P14867,DB00849,1
Q9BPZ7,DB16955,0
P48551,DB07247,0
P54098,DB06951,0
O15392,DB16095,1
P23945,DB17043,0
P52429,DB02462,0
P48147,DB07148,1
P24941,DB07504,1
Q9P2K8,DB07454,0
Q14896,DB06930,0
P31749,DB07584,1
Q54527,DB03169,0
P52824,DB12412,0
P39593,DB00322,0
Q13002,DB00599,1
Q14524,DB00564,1
P28223,DB00247,1
C1KC03,DB05422,0
P48169,DB01511,1
P0AF14,DB07649,1
Q01959,DB00422,1
P27815,DB11838,1
Q9UNI1,DB08954,1
Q14232,DB00834,0
P17544,DB09154,0
O95865,DB00582,0
P62508,DB00255,1
Q03154,DB02979,0
P50281,DB00786,1
Q03181,DB00332,0
O95342,DB05796,0
P07998,DB03792,1
P27815,DB00824,1
Q14353,DB13191,1
P24941,DB03596,0
P06870,DB06728,1
P27815,DB06842,1
Q14330,DB09061,1
Q96GR2,DB01537,0
O08498,DB02032,1
P14416,DB13665,1
A0A0H2URW2,DB03499,0
Q12809,DB00637,1
O60285,DB12036,0
Q08881,DB12010,1
P19113,DB06966,0
P21340,DB11865,0
Q8WXA8,DB07803,0
Q16602,DB12457,1
P74334,DB02253,1
P14415,DB16072,0
Q9Y4H2,DB05964,0
P04035,DB14128,1
Q13315,DB02289,1
P69905,DB12298,1
P29275,DB09149,0
P35367,DB00342,1
P14207,DB02622,0
P18507,DB15489,1
P00778,DB04235,0
P20807,DB04811,0
Q59771,DB02494,1
Q56313,DB04716,0
Q9NWZ5,DB06852,0
P15382,DB04957,1
P0A6D3,DB08936,0
P33316,DB03413,1
P41595,DB00715,1
Q54AI1,DB15205,0
P0A6G7,DB07032,0
O43613,DB15636,0
P13498,DB02443,0
P35367,DB08801,1
P02649,DB14487,1
Q9UQD0,DB11186,1
P41145,DB01221,1
Q9HC29,DB03217,0
P23458,DB00744,0
Q9NVS9,DB08932,0
O76054,DB14001,1
Q08289,DB00622,1
P9WMC1,DB08471,1
Q01726,DB02988,0
P20742,DB14487,1
Q46604,DB05229,0
P56524,DB12565,1
P0A6I8,DB03912,1
P26196,DB06685,0
P28472,DB12226,0
P06870,DB01619,0
P12268,DB01033,1
P07360,DB14487,1
P00807,DB04133,1
P11597,DB06281,1
P48169,DB00603,1
Q14500,DB11148,1
Q15493,DB08022,0
P48637,DB06151,1
P16442,DB07357,1
Q9P0Z9,DB04092,0
P30043,DB02073,1
Q9KFR4,DB03111,0
P35354,DB12354,1
Q9GPQ4,DB11587,0
P20248,DB00183,0
P51812,DB05088,0
P13922,DB03799,0
Q15758,DB02733,0
Q14957,DB00142,1
P48443,DB03756,1
Q9NPB1,DB13318,0
P18507,DB00312,1
P32947,DB00416,0
P10613,DB01110,1
P03372,DB01524,1
P18505,DB01043,1
P17948,DB07664,1
Q9UN88,DB00231,1
P28566,DB12110,1
Q02834,DB01852,0
Q16558,DB08359,0
P12931,DB08901,1
Q7Z2W7,DB00825,1
Q16445,DB00546,1
P62344,DB09099,0
P50406,DB13345,1
P81040,DB03317,1
Q99928,DB14715,1
P62508,DB01130,1
O24990,DB08604,1
Q96A70,DB00770,0
Q8N1C3,DB00794,1
P20276,DB07592,0
Q16602,DB12228,1
Q9NXG6,DB07394,0
Q6NUM9,DB00162,1
P08581,DB08079,1
Q06203,DB08610,0
P46940,DB11638,1
P34995,DB12789,1
Q96SW2,DB11829,0
P35367,DB06766,1
P09525,DB04622,0
P35228,DB08750,1
P0AEB2,DB01331,1
Q9H2S1,DB16823,0
Q00796,DB04478,1
P18089,DB01069,1
P53350,DB04168,0
P13498,DB07232,0
P0AFL3,DB08168,1
Q9AQS0,DB00920,0
P35367,DB00334,1
P42685,DB12010,1
P41143,DB06230,1
O32393,DB15295,0
Q96QD8,DB07303,0
P01133,DB05540,0
P23246,DB11638,1
Q9UHA3,DB06698,0
P12461,DB03038,1
Q53591,DB08892,0
P14867,DB00475,1
Q16790,DB12418,1
P16100,DB02813,0
P60472,DB01549,0
P08173,DB00809,1
P62619,DB03961,1
P00390,DB02153,1
P05023,DB14514,1
P0DMV8,DB02901,0
Q07817,DB12645,0
O76054,DB03785,0
Q99928,DB12537,1
Q9BWD1,DB06879,0
P47900,DB01069,1
Q9Y6K1,DB00721,1
P29275,DB12569,1
Q6ZQN7,DB00180,0
P04040,DB01213,1
